timeFrame	bandUsed
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
14	7.83262
15	10.27129
16	9.697659999999999
17	8.20625
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
14	7.83262
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
14	7.83262
15	10.27129
1	0.7537105
2	1.581247
3	2.419727
4	3.7898439999999995
5	5.572656
6	1.714644
7	1.855075
8	3.8439449999999997
9	5.471876
10	7.037498
11	7.9959
12	8.467189999999999
13	7.107424
14	7.83262
15	10.27129
16	9.697659999999999
17	8.20625
18	7.782031999999999
19	8.57617
20	5.673827
21	6.229493
22	8.562109
23	11.764605999999999
24	8.81504
25	10.559378
26	10.276558
27	11.12988
28	10.848830000000001
29	12.151606
30	12.51177
31	10.284761
32	9.918163
33	10.63613
34	9.223042000000001
35	8.162692999999999
36	10.33809
37	7.817773
38	8.517971
39	3.014061
40	6.255268999999999
41	6.795899
42	10.67539
43	11.13008
44	10.62109
45	8.35801
46	8.11309
47	12.76174
48	13.22735
49	10.452347000000001
50	8.045701000000001
51	7.782227
52	1.364843
53	1.09082
54	10.492773
55	11.211870000000001
56	11.40427
57	11.202167
58	2.165623
59	1.061523
60	0.85625
61	1.164649
62	1.04961
63	1.15918
64	1.172071
65	0.902344
66	0.683203
67	5.0482439999999995
68	5.626753
69	6.019141
70	18.714039999999997
71	13.557022
72	1.107032
73	1.132812
74	1.686331
75	1.9441410000000001
76	1.648437
77	1.571094
78	1.803125
79	1.449414
80	1.449414
81	1.378515
82	0.9281250000000001
83	5.164059
84	5.7103530000000005
85	9.311721
86	12.705095
87	13.547839999999999
88	9.241012999999999
89	11.780109999999999
90	8.38418
91	22.34574
92	25.16285
93	29.03537
94	26.68967
95	26.54786
96	9.40488
97	11.35256
98	7.936909999999999
99	11.32559
100	11.62129
101	12.875010000000001
102	11.113710000000001
103	0.469727
104	3.7578110000000002
105	5.8502
106	7.0459
107	9.774804999999999
108	9.125387
109	11.371128
110	9.163475
111	13.018719
112	10.528318
113	11.787845
114	11.568923
115	10.964633
116	10.559376
117	12.98266
118	10.225583
119	10.225583
120	12.412080000000001
121	11.26971
122	9.361324999999999
123	9.652346
124	7.54961
125	9.347852
126	8.428514999999999
127	25.77866
128	22.94022
129	21.667219999999997
130	18.740190000000002
131	1.2605469999999999
132	1.029882
133	1.261914
134	1.182031
135	0.2320309
136	0.1482422
137	0.3802731
138	0.612305
139	0.915234
140	3.864258
141	10.54472
142	10.6084
143	28.80804
144	26.86852
145	20.77945
146	20.52794
147	2.371684
148	1.640234
149	1.0488279999999999
150	0.9714849999999999
151	0.958594
152	0.9714849999999999
153	0.9714849999999999
154	0.928125
155	0.8250000000000001
156	0.580078
157	0.6814450000000001
158	0.9005860000000001
159	0.913476
160	1.016602
161	0.8056639999999999
162	0.586523
163	0.3544921
164	0.1224609
171	22.658177
172	23.173036
173	23.73301
174	24.02871
175	24.286540000000002
177	1.6419929999999998
177	1.355078
178	1.805469
179	1.483984
180	1.483984
181	1.40664
182	1.3398439999999998
183	0.857227
184	0.7992189999999999
185	0.825
186	1.120703
187	1.191602
188	1.191602
189	1.301172
190	0.9796879999999999
191	0.9796879999999999
192	0.9796879999999999
193	0.812109
194	0.528516
195	0.2964841
196	0.0644531
201	8.125976
202	8.421676
203	8.640815
204	12.756234
205	7.786137
206	9.877737
207	10.39258
208	14.081010000000001
209	10.73106
210	24.894750000000002
211	24.894750000000002
212	22.01604
213	24.24062
214	25.59103
215	7.434376
216	9.363278
217	7.653517
218	8.928122
219	8.336722
220	6.94121
221	7.430276
222	8.045903
223	9.563089999999999
224	7.8847640000000006
225	10.44375
226	8.328713
227	8.238479
228	8.238479
229	9.949413
230	10.02031
231	6.278517
232	4.839841
233	0.8105469999999999
234	32.82419
235	33.705619999999996
236	35.51859
237	35.84085
238	39.92985
239	8.206254
240	10.051372
241	9.434180000000001
242	10.334182
243	8.058007
244	7.909769000000001
245	5.4789080000000006
246	7.935544
247	5.665822
248	9.182812
249	9.967577
250	10.13515
251	10.469529999999999
252	13.33714
253	9.671869999999998
254	15.253160000000001
255	15.60819
256	15.08044
257	17.8412
258	46.98023
259	41.68343
260	38.78376
261	39.132630000000006
262	32.50817
263	3.261133
264	2.3789089999999997
265	0.2191402
266	0.5414067
267	0.5414067
268	0.773438
269	1.057617
270	1.3025380000000002
271	0.980274
272	0.980274
273	0.954492
274	0.8765620000000001
275	1.166601
276	1.166601
277	1.108593
278	0.8765620000000001
279	0.683203
280	0.45117209999999996
281	0.1611332
284	13.644762
285	14.81058
286	15.02964
287	15.2488
288	15.76366
289	15.76366
290	1.770894
291	1.552541
292	1.8482439999999998
293	1.436523
294	1.2173829999999999
295	0.927344
296	0.617968
