time	cpu	memPerc	memUsage
37.03083869799593	22.375	59.258329358005476	1.836802048
35.71047456700035	21.525	59.26837229154636	1.837113344
37.026524601002166	22.45	59.258329358005476	1.836802048
32.59986862900405	15.65	59.276961642601066	1.837379584
37.03557050699601	18.775	59.276961642601066	1.837379584
33.78338594199886	15.025	59.285550993655775	1.83791616
37.021518955996726	24.375	59.26837229154636	1.837379584
33.76287083200441	16.325	59.276961642601066	1.83791616
30.413215874999878	11.6	59.29427248857286	1.83791616
37.02988420599286	24.275	59.26837229154636	1.837113344
33.762913826998556	19.9	59.276961642601066	1.837379584
33.806730705997325	19.975	59.276961642601066	1.837379584
36.83426273299847	22.45	59.258329358005476	1.837113344
35.6948194469951	22.775	59.276961642601066	1.837379584
35.429009383005905	19.925	59.276961642601066	1.837379584
32.60012489300425	12.275	59.29427248857286	1.83791616
27.596595266004442	11.175	59.29427248857286	1.83791616
30.113323491998017	9.975	59.285550993655775	1.83791616
35.69157459300186	24.25	59.26837229154636	1.837113344
33.78908778599725	11.55	59.29427248857286	1.83791616
32.614036051993025	16.1	59.276961642601066	1.837379584
36.83767317800084	22.45	59.258329358005476	1.836802048
28.92629165800463	12.15	59.29427248857286	1.83791616
33.779843140000594	16.875	59.276961642601066	1.837379584
33.79355444000248	13.425	59.285550993655775	1.83791616
33.7779699169987	19.925	59.276961642601066	1.837379584
32.5971692719977	11.875	59.29427248857286	1.83791616
27.696527435000462	9.7	59.29427248857286	1.83791616
27.691374139998516	10.899999999999999	59.29427248857286	1.83791616
29.43613265800377	9.475	59.29427248857286	1.83791616
27.65851030700287	11.275	59.29427248857286	1.83791616
37.02391626899771	19.525	59.276961642601066	1.837379584
32.0494011769988	14.15	59.276961642601066	1.837379584
29.777320455003064	13.525	59.29427248857286	1.83791616
29.799597625999013	11.9	59.285550993655775	1.83791616
29.78041693299747	11.05	59.29427248857286	1.83791616
31.56003581600089	14.3	59.285550993655775	1.83791616
32.05310123399977	8.875	59.29427248857286	1.839239168
27.677399235006305	13.425	59.29427248857286	1.83791616
32.04279920000408	8.975	59.285550993655775	1.83791616
35.69035109700053	19.95	59.276961642601066	1.837379584
35.698222539998824	19.775	59.276961642601066	1.837379584
30.117471607998596	11.525	59.29427248857286	1.83791616
33.785445346002234	17.45	59.276961642601066	1.837379584
36.83993908300181	17.95	59.276961642601066	1.83791616
29.78673764300038	9.425	59.29427248857286	1.83791616
27.690050081000663	12.1	59.29427248857286	1.83791616
31.581605694002064	11.575	59.29427248857286	1.83791616
27.592589846994088	9.975	59.29427248857286	1.83791616
29.783407230002922	9.725	59.29427248857286	1.83791616
35.68872096200357	14.975	59.29427248857286	1.83791616
32.618906577001326	11.25	59.276961642601066	1.83791616
34.97914644499542	13.375	59.285550993655775	1.83791616
35.71492572299758	12.2	59.29427248857286	1.83791616
35.430056327000784	16.675	59.276961642601066	1.837379584
33.7615841309962	15.350000000000001	59.29427248857286	1.83791616
55.15011576699908	19.95	59.85879106866062	1.8554142720000002
56.918319559998054	19.975	59.85879106866062	1.8554142720000002
41.61197303500376	14.899999999999999	59.895130630815146	1.8567659520000002
45.949700674995256	14.875	59.895130630815146	1.85675776
46.155558413993276	14.9	59.90292711869557	1.8567823360000002
41.600922434001404	14.95	59.894866343090385	1.85675776
46.09873475600034	17.45	59.875969770770034	1.85675776
51.900805971999944	14.75	59.893280616741826	1.85675776
41.41346697600238	14.975	59.90292711869557	1.85675776
55.12464129900036	19.775	59.85879106866062	1.855389696
53.79405897199467	17.4	59.85879106866062	1.856458752
42.8759055499977	14.925	59.88469126568712	1.85675776
46.11722087999806	17.025	59.90292711869557	1.85675776
45.95858337199752	14.875	59.88469126568712	1.856516096
55.116725721003604	19.875	59.85879106866062	1.855389696
46.18932656499965	14.95	59.88469126568712	1.85675776
55.11226199099474	17.425	59.85879106866062	1.855389696
51.89434135200281	14.8	59.875969770770034	1.85675776
36.829573087001336	7.35	59.887069855209965	1.85706496
55.11047351799789	19.95	59.85879106866062	1.855922176
56.92399062000186	22.15	59.85879106866062	1.8554142720000002
42.87477968099847	14.925	59.90292711869557	1.85675776
35.68027843799791	7.475	59.887069855209965	1.85653248
56.9120641230038	19.95	59.85879106866062	1.855389696
39.395392767000885	14.7	59.90292711869557	1.85675776
51.89567688600073	14.85	59.90292711869557	1.85675776
38.80748517999746	12.125	59.887069855209965	1.85706496
53.793306619998475	17.425	59.85879106866062	1.855922176
37.465737252998224	7.35	59.91283790837408	1.85706496
42.86793394800043	14.975	59.895130630815146	1.85675776
44.66498622799554	14.899999999999999	59.90292711869557	1.85675776
37.504419224998855	9.975	59.887069855209965	1.8562662399999998
55.10997714099358	19.924999999999997	59.85879106866062	1.856192512
44.666044628000236	14.475	59.90292711869557	1.85675776
44.66975861800165	14.774999999999999	59.90292711869557	1.85675776
42.866596684005344	14.899999999999999	59.88469126568712	1.85675776
51.90107626799727	17.35	59.90292711869557	1.85675776
46.185859427998366	14.45	59.90292711869557	1.85675776
39.38175202500133	12.15	59.887069855209965	1.85679872
35.665364624001086	7.25	59.91283790837408	1.85759744
53.785413147001236	14.975	59.867380419715325	1.856192512
42.8632110260005	14.975	59.90292711869557	1.85675776
34.6904009600039	9.675	59.91283790837408	1.8573312
53.803930991001835	17.425	59.85879106866062	1.856192512
44.67902107999544	14.899999999999999	59.895130630815146	1.85675776
53.7979780780006	17.3	59.894866343090385	1.85675776
46.183130170997174	14.575	59.90292711869557	1.85675776
55.046024084003875	17.424999999999997	59.85879106866062	1.855922176
35.66242715599947	9.575	59.90424855731938	1.85706496
41.299231306002184	14.875	59.90292711869557	1.85675776
41.303505600997596	14.925	59.90292711869557	1.85675776
37.67829354800051	12.125	59.887069855209965	1.8562662399999998
46.082478960001026	14.675	59.90292711869557	1.85675776
42.861431702003756	12.325	59.90292711869557	1.85675776
51.88998958299635	14.95	59.895130630815146	1.85675776
42.87748627700057	14.975	59.90292711869557	1.85675776
51.902704034000635	14.95	59.85879106866062	1.855922176
41.60825268500048	14.975	59.90292711869557	1.85675776
37.507564512998215	9.975	59.90292711869557	1.85675776
44.67140908500005	14.85	59.894866343090385	1.85675776
53.79093924300105	17.4	59.85879106866062	1.856458752
53.788540353001736	17.475	59.85879106866062	1.856192512
39.36372237600153	9.95	59.90292711869557	1.85675776
53.41944543100544	14.95	59.85879106866062	1.856516096
44.66743661099463	14.850000000000001	59.90292711869557	1.8562662399999998
39.40069437999773	14.975	59.90292711869557	1.85675776
55.11387256600574	22.4	59.85879106866062	1.855922176
42.865765593000106	14.7	59.90292711869557	1.85675776
53.50459313500323	14.85	59.88469126568712	1.85675776
51.9062421339986	14.85	59.90292711869557	1.85675776
39.39181528600602	14.8	59.90292711869557	1.8562662399999998
51.89841436500137	14.95	59.88469126568712	1.85675776
35.666900839001755	7.425	59.887069855209965	1.85706496
35.65664436699444	9.925	59.887069855209965	1.85706496
37.689206271999865	9.85	59.90292711869557	1.85706496
41.2952620549986	14.7	59.90292711869557	1.8562662399999998
35.670606977000716	9.925	59.90424855731938	1.8573312
44.66453375299898	14.95	59.90292711869557	1.85675776
51.89221846700093	17.125	59.88469126568712	1.85675776
41.29087205299584	14.8	59.90292711869557	1.85675776
51.89324674500676	14.975	59.875969770770034	1.856192512
42.86450324799807	14.899999999999999	59.90292711869557	1.85675776
46.12373001400556	14.899999999999999	59.88469126568712	1.85675776
42.85854397799994	14.899999999999999	59.90292711869557	1.85675776
41.37719998900138	14.925	59.90292711869557	1.85675776
35.66377713499969	9.975	59.887069855209965	1.85706496
35.65277976100333	9.65	59.887069855209965	1.85706496
37.464618626996526	7.5	59.887069855209965	1.85946112
44.672485846997006	14.85	59.90292711869557	1.85675776
55.1188492210058	19.9	59.85879106866062	1.855389696
39.40339275199949	14.875	59.90292711869557	1.85653248
37.49756961199455	9.975	59.91283790837408	1.85892864
37.4945252250036	7.375	59.887069855209965	1.85706496
53.20013106999977	14.925	59.85879106866062	1.855922176
44.666585875995224	14.924999999999999	59.89420562377849	1.85675776
44.6744262889988	14.600000000000001	59.90292711869557	1.85675776
35.673839295996004	7.4	59.91283790837408	1.8602598399999999
39.37501181600237	12.475	59.90292711869557	1.8562662399999998
39.25569372600148	12.25	59.887069855209965	1.8562662399999998
39.37361754700396	14.875	59.90292711869557	1.85675776
55.10555685000145	17.4	59.85879106866062	1.855389696
41.58912291199522	14.8	59.90292711869557	1.85675776
37.68128474299738	7.425	59.92142725942879	1.8615992319999999
35.689788035000674	7.5	59.96662046036279	1.858756608
51.43176880000101	36.775	65.82231143401198	2.039554048
51.0215647149962	33.725	65.82720075692005	2.039611392
61.97475970599771	49.150000000000006	65.82891862713099	2.039533568
52.88034606000292	38.625	65.82257572173674	2.039627776
57.360269919998245	45.375	65.82469002353481	2.039627776
52.876773435004	38.1	65.82310429718626	2.039201792
60.54075269000168	46.375	65.82839005168147	2.0393533440000002
57.10831514099846	47.125	65.82442573581007	2.039414784
57.11114057999657	48.275	65.82336858491102	2.039431168
63.14757394299522	48.85	65.82891862713099	2.0386488320000002
54.95154209800239	39.4	65.82931505871812	2.03952128
57.372088365998934	50.325	65.82601146215862	2.03925504
54.94417940799758	42.425	65.83169364824097	2.0391280640000002
57.119463127004565	47.675	65.82469002353481	2.039545856
58.98295409500133	47.4	65.82574717443386	2.03892736
57.3691394339985	46.475	65.82601146215862	2.03905024
60.26038369900198	45.2	65.82601146215862	2.039001088
58.94443040199985	46.95	65.82495431125957	2.039123968
61.89113816800091	47.400000000000006	65.82442573581007	2.039001088
52.878963922994444	36.5	65.83169364824097	2.038890496
56.97200414800318	45.45	65.82469002353481	2.039107584
54.95431006199942	45.400000000000006	65.82363287263578	2.039078912
58.95719764800015	45.325	65.8254828867091	2.039074816
58.93769943599909	49.825	65.82601146215862	2.038657024
63.14600956999493	51.599999999999994	65.82495431125957	2.039017472
58.9338260250006	47.075	65.82231143401198	2.038996992
