txSize	resTime	storjTime	time_WO_Storj	cpuPerc	memoryPerc	memoryUsed
92756.83333333333 	 7141 	 258 	 6883 	 9.0 	 46.7 	 1.464455168 
89371.5 	 7110 	 1034 	 6076 	 13.1 	 46.7 	 1.463918592 
92744.83333333333 	 7170 	 270 	 6900 	 66.7 	 46.7 	 1.464455168 
92744.83333333333 	 7165 	 714 	 6451 	 10.5 	 46.7 	 1.4642176 
92744.83333333333 	 7152 	 411 	 6741 	 8.3 	 46.7 	 1.464369152 
89371.5 	 7219 	 863 	 6356 	 100.0 	 46.7 	 1.464455168 
92744.83333333333 	 7260 	 1142 	 6118 	  	 46.7 	 1.464455168 
89371.5 	 7245 	 549 	 6696 	 18.7 	 46.7 	 1.46444288 
92744.83333333333 	 7200 	 600 	 6600 	 9.5 	 46.7 	 1.464369152 
89367.5 	 7284 	 903 	 6381 	 33.3 	 46.7 	 1.464455168 
89367.5 	 7307 	 544 	 6763 	 4.3 	 46.7 	 1.464594432 
92750.83333333333 	 7259 	 843 	 6416 	 12.8 	 46.7 	 1.464455168 
92744.83333333333 	 7326 	 591 	 6735 	 30.0 	 46.7 	 1.464594432 
92744.83333333333 	 10210 	 735 	 9475 	 25.0 	 46.9 	 1.469386752 
92760.83333333333 	 10321 	 347 	 9974 	 9.6 	 46.7 	 1.463672832 
89371.5 	 10238 	 378 	 9860 	 11.0 	 47.1 	 1.476292608 
89367.5 	 10297 	 278 	 10019 	 16.0 	 46.7 	 1.463218176 
89367.5 	 10371 	 1409 	 8962 	 15.4 	 46.7 	 1.463672832 
89367.5 	 10335 	 728 	 9607 	  	 46.6 	 1.46276352 
92756.83333333333 	 10217 	 547 	 9670 	 14.6 	 47.5 	 1.488990208 
92744.83333333333 	 10353 	 335 	 10018 	  	 46.7 	 1.463672832 
89367.5 	 10340 	 966 	 9374 	 17.8 	 46.7 	 1.465335808 
92744.83333333333 	 10220 	 559 	 9661 	  	 47.5 	 1.488990208 
92756.83333333333 	 10305 	 581 	 9724 	 14.3 	 46.6 	 1.462611968 
89371.5 	 10339 	 697 	 9642 	 11.1 	 46.6 	 1.46276352 
92744.83333333333 	 10382 	 725 	 9657 	 41.2 	 46.6 	 1.46276352 
89367.5 	 12997 	 711 	 12286 	 20.5 	 48.1 	 1.507782656 
89371.5 	 12858 	 553 	 12305 	 28.6 	 48.7 	 1.528651776 
92750.83333333333 	 12894 	 649 	 12245 	 22.2 	 48.7 	 1.528651776 
89367.5 	 12934 	 165 	 12769 	 17.2 	 48.7 	 1.528160256 
89367.5 	 13021 	 852 	 12169 	 20.0 	 48.5 	 1.520734208 
92750.83333333333 	 12902 	 733 	 12169 	 36.4 	 48.8 	 1.528922112 
92750.83333333333 	 12979 	 738 	 12241 	 37.5 	 48.3 	 1.514385408 
89367.5 	 13037 	 783 	 12254 	 50.0 	 48.3 	 1.514385408 
92744.83333333333 	 13013 	 721 	 12292 	  	 48.1 	 1.507782656 
89367.5 	 12886 	 503 	 12383 	 17.2 	 48.7 	 1.528651776 
92744.83333333333 	 12954 	 685 	 12269 	 38.1 	 48.8 	 1.528922112 
89371.5 	 12988 	 887 	 12101 	 57.1 	 48.7 	 1.526829056 
89371.5 	 13057 	 1151 	 11906 	 43.6 	 48.7 	 1.527218176 
89371.5 	 19414 	 597 	 18817 	 16.7 	 48.8 	 1.530007552 
92744.83333333333 	 19426 	 408 	 19018 	 26.4 	 48.8 	 1.530007552 
92750.83333333333 	 19417 	 734 	 18683 	 24.2 	 48.8 	 1.530007552 
89371.5 	 18863 	 429 	 18434 	 14.6 	 48.8 	 1.530007552 
92750.83333333333 	 19498 	 884 	 18614 	 22.9 	 48.8 	 1.529319424 
92744.83333333333 	 19399 	 659 	 18740 	  	 48.8 	 1.530007552 
89367.5 	 19536 	 746 	 18790 	 33.3 	 48.8 	 1.528922112 
92756.83333333333 	 18889 	 793 	 18096 	 18.2 	 48.8 	 1.530007552 
92744.83333333333 	 19421 	 533 	 18888 	 28.6 	 48.8 	 1.530007552 
89367.5 	 19485 	 796 	 18689 	 38.5 	 48.8 	 1.529081856 
92756.83333333333 	 19510 	 1049 	 18461 	 15.8 	 48.8 	 1.53018368 
89367.5 	 19519 	 648 	 18871 	 27.3 	 48.8 	 1.530007552 
89367.5 	 19515 	 681 	 18834 	 20.0 	 48.8 	 1.530007552 
89371.5 	 27516 	 448 	 27068 	 14.3 	 48.8 	 1.53018368 
89367.5 	 27499 	 678 	 26821 	 40.3 	 49.2 	 1.542422528 
89367.5 	 27369 	 559 	 26810 	  	 49.3 	 1.544749056 
92750.83333333333 	 27455 	 985 	 26470 	 33.3 	 49.3 	 1.544749056 
89371.5 	 27397 	 395 	 27002 	 100.0 	 49.3 	 1.544749056 
92750.83333333333 	 27500 	 671 	 26829 	 100.0 	 49.2 	 1.542422528 
89371.5 	 27427 	 411 	 27016 	 100.0 	 49.3 	 1.544749056 
92750.83333333333 	 27544 	 489 	 27055 	 26.1 	 48.8 	 1.53018368 
89371.5 	 27503 	 322 	 27181 	 13.4 	 48.8 	 1.53018368 
89367.5 	 27457 	 253 	 27204 	 31.3 	 49.3 	 1.544749056 
89367.5 	 27420 	 411 	 27009 	  	 49.3 	 1.544749056 
89371.5 	 27526 	 1428 	 26098 	 33.3 	 49.3 	 1.544749056 
92744.83333333333 	 27491 	 349 	 27142 	 50.0 	 49.3 	 1.544749056 
89367.5 	 27517 	 532 	 26985 	 18.7 	 48.8 	 1.530359808 
92744.83333333333 	 34044 	 573 	 33471 	  	 49.3 	 1.545027584 
89371.5 	 34058 	 654 	 33404 	 28.6 	 49.3 	 1.545027584 
92750.83333333333 	 34082 	 572 	 33510 	 19.3 	 49.3 	 1.545027584 
92744.83333333333 	 34096 	 451 	 33645 	 13.6 	 49.3 	 1.545293824 
89371.5 	 34136 	 832 	 33304 	 16.7 	 49.3 	 1.545027584 
92750.83333333333 	 34211 	 1200 	 33011 	 20.8 	 49.3 	 1.544749056 
89371.5 	 34121 	 150 	 33971 	 23.8 	 49.3 	 1.545293824 
89371.5 	 34140 	 157 	 33983 	  	 49.3 	 1.545293824 
89371.5 	 34064 	 317 	 33747 	 17.1 	 49.3 	 1.545027584 
89371.5 	 34086 	 277 	 33809 	 23.2 	 49.3 	 1.545293824 
92750.83333333333 	 34128 	 875 	 33253 	 25.0 	 49.3 	 1.545027584 
89371.5 	 34017 	 456 	 33561 	 17.9 	 49.3 	 1.545232384 
89371.5 	 34403 	 1041 	 33362 	  	 49.3 	 1.544749056 
89371.5 	 37235 	 708 	 36527 	 50.0 	 49.3 	 1.545232384 
89367.5 	 37274 	 784 	 36490 	 66.7 	 49.8 	 1.560707072 
92744.83333333333 	 37176 	 888 	 36288 	 18.7 	 49.8 	 1.561665536 
92756.83333333333 	 37151 	 422 	 36729 	 18.2 	 49.8 	 1.561444352 
89367.5 	 37228 	 558 	 36670 	 21.1 	 49.3 	 1.545232384 
92744.83333333333 	 37184 	 616 	 36568 	 29.2 	 49.8 	 1.561665536 
92744.83333333333 	 37297 	 752 	 36545 	 61.5 	 49.4 	 1.54853376 
