txSize	resTime	storjTime	time_WO_Storj	cpuPerc	memoryPerc	memoryUsed
89371.5 	 6536 	 482 	 6054 	 100.0 	 45.8 	 1.435418624 
89371.5 	 7604 	 1024 	 6580 	 33.3 	 45.8 	 1.43542272 
92750.83333333333 	 7595 	 770 	 6825 	 33.3 	 45.8 	 1.43491072 
92744.83333333333 	 7641 	 537 	 7104 	 33.3 	 45.8 	 1.43491072 
92750.83333333333 	 7621 	 976 	 6645 	 35.7 	 45.8 	 1.43542272 
89371.5 	 7693 	 1223 	 6470 	 10.2 	 45.8 	 1.435582464 
89371.5 	 7635 	 522 	 7113 	 23.8 	 45.8 	 1.43491072 
89371.5 	 6694 	 241 	 6453 	 16.7 	 45.8 	 1.435516928 
89371.5 	 7683 	 878 	 6805 	 14.3 	 45.8 	 1.43491072 
92750.83333333333 	 7699 	 1040 	 6659 	 13.8 	 45.8 	 1.435262976 
92744.83333333333 	 7677 	 838 	 6839 	 5.8 	 45.8 	 1.43491072 
89367.5 	 7633 	 443 	 7190 	 0.6 	 45.7 	 1.434656768 
89371.5 	 6696 	 510 	 6186 	 10.6 	 45.8 	 1.435418624 
89371.5 	 7924 	 177 	 7747 	 15.5 	 45.8 	 1.4360576 
89371.5 	 8932 	 677 	 8255 	 19.0 	 45.8 	 1.435578368 
92744.83333333333 	 7951 	 263 	 7688 	 22.8 	 45.8 	 1.4360576 
92750.83333333333 	 8978 	 732 	 8246 	 33.3 	 45.8 	 1.435578368 
92756.83333333333 	 8998 	 633 	 8365 	 41.7 	 45.8 	 1.435578368 
89371.5 	 7941 	 294 	 7647 	 50.0 	 45.8 	 1.4360576 
92760.83333333333 	 7959 	 301 	 7658 	 33.3 	 45.8 	 1.4360576 
89371.5 	 7995 	 606 	 7389 	 11.1 	 45.8 	 1.4360576 
89367.5 	 8008 	 287 	 7721 	 33.3 	 45.8 	 1.4360576 
92750.83333333333 	 8936 	 509 	 8427 	 20.0 	 45.8 	 1.435578368 
89367.5 	 8972 	 898 	 8074 	 12.5 	 45.8 	 1.435578368 
89367.5 	 8996 	 694 	 8302 	 33.3 	 45.8 	 1.435578368 
89371.5 	 8959 	 664 	 8295 	 100.0 	 45.8 	 1.435578368 
89371.5 	 14929 	 816 	 14113 	 16.9 	 45.8 	 1.436217344 
89367.5 	 14870 	 254 	 14616 	 100.0 	 46.0 	 1.441939456 
89371.5 	 9347 	 153 	 9194 	 33.3 	 46.0 	 1.44263168 
89371.5 	 10364 	 215 	 10149 	 33.3 	 46.0 	 1.441939456 
89371.5 	 9383 	 154 	 9229 	 17.5 	 46.0 	 1.44263168 
92744.83333333333 	 10329 	 630 	 9699 	 20.2 	 46.0 	 1.441939456 
92750.83333333333 	 10385 	 840 	 9545 	 19.5 	 46.0 	 1.441939456 
92744.83333333333 	 10405 	 368 	 10037 	 12.1 	 46.0 	 1.441939456 
92744.83333333333 	 14909 	 411 	 14498 	 33.3 	 46.0 	 1.441939456 
89371.5 	 10370 	 387 	 9983 	 33.3 	 46.0 	 1.441939456 
92756.83333333333 	 14932 	 154 	 14778 	 30.5 	 46.0 	 1.441939456 
92750.83333333333 	 10399 	 856 	 9543 	 33.3 	 46.0 	 1.441939456 
92744.83333333333 	 10471 	 165 	 10306 	 33.3 	 46.0 	 1.441939456 
89371.5 	 15690 	 961 	 14729 	 14.1 	 46.3 	 1.450917888 
89367.5 	 16723 	 383 	 16340 	 17.7 	 46.0 	 1.44263168 
89367.5 	 15757 	 550 	 15207 	 20.0 	 46.0 	 1.443807232 
89367.5 	 14345 	 437 	 13908 	 23.4 	 46.6 	 1.461039104 
89371.5 	 15755 	 388 	 15367 	 28.6 	 46.0 	 1.44263168 
89371.5 	 16725 	 580 	 16145 	 21.1 	 46.0 	 1.443807232 
92750.83333333333 	 16717 	 230 	 16487 	 28.6 	 46.0 	 1.44263168 
89371.5 	 14536 	 720 	 13816 	 40.0 	 46.6 	 1.460891648 
89371.5 	 14401 	 644 	 13757 	 25.0 	 46.6 	 1.460891648 
92756.83333333333 	 15751 	 627 	 15124 	 24.4 	 46.6 	 1.460891648 
89367.5 	 15826 	 435 	 15391 	 30.0 	 46.0 	 1.442791424 
92744.83333333333 	 15770 	 250 	 15520 	 81.0 	 46.6 	 1.460625408 
89371.5 	 15785 	 734 	 15051 	 15.6 	 46.1 	 1.446854656 
89371.5 	 15764 	 221 	 15543 	 26.3 	 46.4 	 1.455054848 
92744.83333333333 	 22753 	 769 	 21984 	 19.6 	 46.6 	 1.460891648 
89371.5 	 22605 	 252 	 22353 	 33.3 	 46.6 	 1.461403648 
92744.83333333333 	 22307 	 624 	 21683 	 25.7 	 46.6 	 1.461649408 
89367.5 	 22346 	 466 	 21880 	 22.2 	 46.6 	 1.461649408 
92744.83333333333 	 22385 	 559 	 21826 	 30.0 	 46.6 	 1.461649408 
89371.5 	 22880 	 612 	 22268 	 100.0 	 46.6 	 1.460891648 
92750.83333333333 	 22328 	 637 	 21691 	 33.3 	 46.6 	 1.461649408 
89371.5 	 22383 	 559 	 21824 	 100.0 	 46.6 	 1.461649408 
89371.5 	 22757 	 478 	 22279 	 33.3 	 46.6 	 1.461649408 
92744.83333333333 	 22966 	 618 	 22348 	 33.3 	 46.6 	 1.460891648 
92744.83333333333 	 22401 	 255 	 22146 	 16.7 	 46.6 	 1.461403648 
89371.5 	 22925 	 834 	 22091 	 25.8 	 46.6 	 1.460891648 
89367.5 	 22779 	 835 	 21944 	 33.3 	 46.6 	 1.460891648 
92744.83333333333 	 25346 	 655 	 24691 	 50.0 	 46.6 	 1.461649408 
92744.83333333333 	 25477 	 169 	 25308 	 23.9 	 46.6 	 1.462423552 
89371.5 	 24551 	 354 	 24197 	 33.3 	 46.6 	 1.462423552 
92750.83333333333 	 24536 	 365 	 24171 	 50.0 	 46.6 	 1.462423552 
89367.5 	 24501 	 336 	 24165 	 12.9 	 46.6 	 1.462386688 
89367.5 	 24554 	 749 	 23805 	 14.9 	 46.6 	 1.462120448 
92744.83333333333 	 24530 	 575 	 23955 	 33.3 	 46.6 	 1.462423552 
89371.5 	 24584 	 592 	 23992 	 24.1 	 46.6 	 1.462423552 
92744.83333333333 	 24598 	 351 	 24247 	 32.1 	 46.6 	 1.462423552 
92744.83333333333 	 24530 	 597 	 23933 	 19.2 	 46.6 	 1.462386688 
89371.5 	 24554 	 353 	 24201 	 28.6 	 46.6 	 1.462423552 
92744.83333333333 	 25576 	 881 	 24695 	 28.2 	 46.6 	 1.461649408 
89367.5 	 25539 	 333 	 25206 	 19.6 	 46.6 	 1.462423552 
89371.5 	 26277 	 424 	 25853 	 22.9 	 46.7 	 1.463271424 
92750.83333333333 	 27245 	 600 	 26645 	 50.0 	 46.6 	 1.462386688 
89367.5 	 26322 	 1045 	 25277 	 26.7 	 46.6 	 1.462386688 
89371.5 	 25341 	 989 	 24352 	 20.1 	 46.7 	 1.463857152 
