timeFrame	bandUsed
1	0.7279299
2	1.042969
3	1.176954
4	1.3121129999999999
5	1.446879
6	0.6742187000000001
7	0.3082035
8	0.3074215
9	0.4414064
10	0.5763674
11	0.7109369999999999
12	0.6722657000000001
13	0.6730467
14	0.6740237
15	0.6732427000000001
16	0.6734377
17	0.6738277
18	0.6732427000000001
19	0.6724607
20	0.6718747
21	0.6716797
22	0.6714847
23	0.6714847
24	0.5373047
25	0.6714847
26	0.6724607
27	0.6720707
28	0.6718747
29	0.806446
30	0.6720707
31	0.6724607
32	0.6732427000000001
33	0.6738277
34	0.6742187000000001
35	0.6748047
36	0.6738277
37	0.6734377
38	0.6738277
39	0.6730467
40	0.1345699
41	0.2687499
42	0.4033208
43	0.5380857
44	0.6726567
45	0.6724607
46	0.6724607
47	0.6722657000000001
48	0.6726567
49	0.6728517
50	0.6734377
51	0.6744137
52	0.6746097000000001
53	0.6742187000000001
54	0.6744137
55	0.6740237
56	0.6740237
57	0.6742187000000001
58	0.6740237
59	0.6738277
60	0.6740237
61	0.6732427000000001
62	0.6728517
63	0.6720707
64	0.6722657000000001
65	0.6718747
66	0.6722657000000001
67	0.6724607
68	0.6730467
69	0.6726567
70	0.6728517
71	0.6730467
72	0.1347659
73	0.2695309
74	0.4044918
75	0.5388667
76	0.6734377
77	0.6724607
78	0.6724607
79	0.6716797
80	0.6718747
81	0.6712887000000001
82	0.6716797
83	0.6720707
84	0.6720707
85	0.6720707
86	0.6722657000000001
87	0.6726567
88	0.6710937
89	0.6710937
90	0.6714847
91	0.6722657000000001
92	0.6722657000000001
93	0.6730467
94	0.6736327000000001
95	0.6736327000000001
96	0.6718747
97	0.6722657000000001
98	0.6728517
99	0.6726567
100	0.6730467
101	0.6744137
102	0.6742187000000001
103	0.6742187000000001
104	0.2687499
105	0.2679689
106	0.4023438
107	0.5371097
108	0.6714847
109	0.6722657000000001
110	0.6726567
111	0.6734377
112	0.6732427000000001
113	0.6728517
114	0.6726567
115	0.6728517
116	0.6728517
117	0.6722657000000001
118	0.6724607
119	0.6722657000000001
120	0.6724607
121	0.6722657000000001
122	0.6728517
123	0.6738277
124	0.6744137
125	0.6742187000000001
126	0.6734377
127	0.6730467
128	0.6716797
129	0.6718747
130	0.6708987000000001
131	0.6714847
132	0.6720707
133	0.6736327000000001
134	0.6730467
135	0.6732427000000001
136	0.1343749
137	0.2687499
138	0.4029298
139	0.5380857
140	0.6720707
141	0.6726567
142	0.6726567
143	0.6730467
144	0.6720707
145	0.6726567
146	0.6714847
147	0.6722657000000001
148	0.6724607
149	0.6730467
150	0.6730467
151	0.6740237
152	0.6740237
153	0.6740237
154	0.6746097000000001
155	0.6751957000000001
156	0.6751957000000001
157	0.6742187000000001
158	0.6744137
159	0.6740237
160	0.6728517
161	0.6724607
162	0.6718747
163	0.6716797
164	0.6705077
165	0.6712887000000001
166	0.6710937
167	0.6728517
168	0.6728517
169	0.2699219
170	0.2689449
171	0.4029298
172	0.5378906999999999
173	0.6726567
174	0.6724607
175	0.6732427000000001
176	0.6738277
177	0.6740237
178	0.6738277
179	0.6734377
180	0.6738277
181	0.6740237
182	0.6730467
183	0.6720707
184	0.6720707
185	0.6718747
186	0.6720707
187	0.6714847
188	0.6732427000000001
189	0.6724607
190	0.6708987000000001
191	0.6707027
192	0.6712887000000001
193	0.6710937
194	0.6718747
195	0.6730467
196	0.6730467
197	0.6740237
198	0.6740237
199	0.6742187000000001
200	0.6736327000000001
201	0.1343749
202	0.2685549
203	0.4037108
204	0.5378906999999999
205	0.6720707
206	0.6720707
207	0.6716797
208	0.6708987000000001
209	0.6707027
210	0.6705077
211	0.6708987000000001
212	0.6718747
213	0.6724607
214	0.6732427000000001
215	0.6736327000000001
216	0.6736327000000001
217	0.6732427000000001
218	0.6734377
219	0.6734377
220	0.6734377
221	0.6738277
222	0.6734377
223	0.6732427000000001
224	0.6730467
225	0.6720707
226	0.6712887000000001
227	0.6722657000000001
228	0.6724607
229	0.6722657000000001
230	0.6732427000000001
231	0.6738277
232	0.6732427000000001
233	0.1343749
234	0.2695309
235	0.4046878
236	0.5392577
237	0.6742187000000001
238	0.6740237
239	0.6738277
240	0.6732427000000001
241	0.6734377
242	0.6728517
243	0.6732427000000001
244	0.6730467
245	0.6730467
246	0.6728517
247	0.6726567
248	0.6728517
249	0.6722657000000001
250	0.6720707
251	0.6726567
252	0.6734377
253	0.6732427000000001
254	0.6724607
255	0.6724607
256	0.6722657000000001
257	0.6716797
258	0.6718747
