timeFrame	cpuPerc	memoryPerc	memoryUsed
0	10.0	15.5	0.321363968
0	10.0	15.5	0.321355776
0	10.0	15.5	0.321355776
0	10.0	15.5	0.321355776
0	11.1	15.5	0.321355776
0	18.2	15.5	0.321355776
0	11.1	15.5	0.321355776
1	20.0	15.5	0.321482752
1	10.0	15.5	0.321482752
1	10.0	15.5	0.321482752
1	11.1	15.5	0.321482752
1	18.2	15.5	0.321482752
2	11.1	15.5	0.321482752
2	11.1	15.5	0.321482752
2	10.0	15.5	0.321482752
2	10.0	15.5	0.321482752
2	18.2	15.5	0.321482752
3	11.1	15.5	0.321482752
3	10.0	15.5	0.321482752
3	10.0	15.5	0.321482752
3	11.1	15.5	0.321482752
3	10.0	15.5	0.321482752
4	10.0	15.5	0.321609728
4	10.0	15.5	0.321609728
4	11.1	15.5	0.321609728
4	10.0	15.5	0.321609728
5	25.0	15.5	0.321609728
5	9.1	15.5	0.321609728
5	20.0	15.5	0.321609728
5	10.0	15.5	0.321609728
6	20.0	15.5	0.321609728
6	10.0	15.5	0.321609728
6	10.0	15.5	0.321609728
6	10.0	15.5	0.321609728
6	10.0	15.5	0.321609728
7	10.0	15.5	0.321609728
7	10.0	15.5	0.321609728
7	25.0	15.5	0.321609728
8	25.0	15.5	0.321736704
8	11.1	15.5	0.321736704
8	10.0	15.5	0.321736704
8	10.0	15.5	0.321736704
8	10.0	15.5	0.321736704
9	20.0	15.5	0.321736704
9	10.0	15.5	0.321736704
9	10.0	15.5	0.321736704
9	11.1	15.5	0.321736704
9	10.0	15.5	0.321736704
9	11.1	15.5	0.321736704
10	10.0	15.5	0.321736704
10	10.0	15.5	0.321736704
10	10.0	15.5	0.321736704
10	10.0	15.5	0.321736704
11	11.1	15.5	0.321736704
11	18.2	15.5	0.321736704
11	10.0	15.5	0.321736704
11	10.0	15.5	0.321736704
11	10.0	15.5	0.321736704
12	20.0	15.5	0.32186368
12	10.0	15.5	0.32186368
12	10.0	15.5	0.32186368
12	11.1	15.5	0.32186368
12	10.0	15.5	0.322244608
13	9.1	15.5	0.322244608
13	10.0	15.5	0.322244608
13	9.1	15.5	0.322244608
13	10.0	15.5	0.322244608
13	10.0	15.5	0.322244608
13	10.0	15.5	0.322244608
14	10.0	15.5	0.322244608
14	10.0	15.5	0.322244608
14	10.0	15.5	0.322244608
14	10.0	15.5	0.322244608
14	11.1	15.5	0.322244608
15	10.0	15.5	0.322244608
15	20.0	15.5	0.322244608
15	9.1	15.5	0.322244608
15	10.0	15.5	0.322244608
16	10.0	15.5	0.322244608
16	10.0	15.5	0.322244608
16	10.0	15.5	0.322244608
16	11.1	15.5	0.322244608
17	16.7	15.5	0.322244608
17	11.1	15.5	0.322244608
17	10.0	15.5	0.322244608
17	11.1	15.5	0.322244608
17	11.1	15.5	0.322244608
18	11.1	15.5	0.322244608
18	18.2	15.5	0.322244608
18	10.0	15.5	0.322244608
19	20.0	15.5	0.322244608
19	10.0	15.5	0.322244608
19	10.0	15.5	0.322244608
19	10.0	15.5	0.322244608
19	10.0	15.5	0.322244608
19	10.0	15.5	0.322244608
19	10.0	15.5	0.322244608
20	25.0	15.5	0.322244608
20	10.0	15.5	0.322244608
20	11.1	15.5	0.322244608
21	20.0	15.5	0.322244608
21	10.0	15.5	0.322244608
21	10.0	15.5	0.322244608
21	11.1	15.5	0.322244608
22	11.1	15.5	0.322244608
22	18.2	15.5	0.322244608
22	10.0	15.5	0.322244608
22	10.0	15.5	0.322244608
22	10.0	15.5	0.322244608
22	10.0	15.5	0.322244608
23	10.0	15.5	0.322244608
23	10.0	15.5	0.322244608
23	11.1	15.5	0.322244608
23	10.0	15.5	0.322244608
23	18.2	15.5	0.322244608
24	11.1	15.5	0.322244608
24	10.0	15.5	0.322244608
24	10.0	15.5	0.322244608
25	20.0	15.5	0.322244608
25	10.0	15.5	0.322244608
25	11.1	15.5	0.322371584
25	10.0	15.5	0.322371584
25	11.1	15.5	0.322371584
26	11.1	15.5	0.322371584
26	20.0	15.5	0.322371584
26	10.0	15.5	0.322371584
26	10.0	15.5	0.322371584
26	10.0	15.5	0.322371584
27	10.0	15.5	0.322371584
27	18.2	15.5	0.322371584
27	18.2	15.5	0.322371584
27	11.1	15.5	0.322371584
27	10.0	15.5	0.322371584
27	18.2	15.5	0.322371584
28	11.1	15.5	0.322371584
28	10.0	15.5	0.322371584
28	18.2	15.5	0.322371584
28	18.2	15.5	0.322371584
28	10.0	15.5	0.322371584
28	11.1	15.5	0.322371584
29	10.0	15.5	0.322371584
29	10.0	15.5	0.322371584
29	11.1	15.5	0.322371584
29	10.0	15.5	0.322371584
29	10.0	15.5	0.322371584
29	10.0	15.5	0.322371584
30	20.0	15.5	0.322371584
30	10.0	15.5	0.322371584
30	18.2	15.5	0.322371584
30	18.2	15.5	0.322371584
30	10.0	15.5	0.322371584
31	10.0	15.5	0.322371584
31	10.0	15.5	0.322363392
31	10.0	15.5	0.322363392
32	10.0	15.5	0.321867776
32	20.0	15.5	0.321867776
32	10.0	15.5	0.321867776
32	18.2	15.5	0.321855488
32	20.0	15.5	0.321855488
33	10.0	15.5	0.321855488
33	10.0	15.5	0.321855488
33	18.2	15.5	0.321855488
33	18.2	15.5	0.321855488
34	16.7	15.5	0.321855488
34	18.2	15.5	0.321855488
35	9.1	15.5	0.321855488
35	10.0	15.5	0.321855488
35	18.2	15.5	0.321855488
35	10.0	15.5	0.321855488
35	10.0	15.5	0.321855488
36	10.0	15.5	0.321855488
36	11.1	15.5	0.321855488
36	10.0	15.5	0.321855488
36	10.0	15.5	0.321855488
36	10.0	15.5	0.321855488
36	10.0	15.5	0.321855488
37	25.0	15.5	0.321855488
37	11.1	15.5	0.321855488
37	10.0	15.5	0.321855488
37	11.1	15.5	0.321855488
37	10.0	15.5	0.321855488
38	11.1	15.5	0.321855488
38	11.1	15.5	0.321855488
38	10.0	15.5	0.321855488
38	10.0	15.5	0.321855488
38	11.1	15.5	0.321855488
38	10.0	15.5	0.321855488
39	11.1	15.5	0.321855488
39	18.2	15.5	0.321855488
39	11.1	15.5	0.321855488
39	10.0	15.5	0.321855488
39	20.0	15.5	0.321855488
40	11.1	15.5	0.321855488
40	10.0	15.5	0.321855488
40	20.0	15.5	0.321855488
40	10.0	15.5	0.321855488
40	10.0	15.5	0.321855488
40	11.1	15.5	0.321855488
41	20.0	15.5	0.321855488
41	10.0	15.5	0.321855488
41	10.0	15.5	0.321855488
41	11.1	15.5	0.321855488
41	10.0	15.5	0.321855488
41	11.1	15.5	0.321855488
42	10.0	15.5	0.321855488
42	10.0	15.5	0.321855488
42	10.0	15.5	0.321855488
42	10.0	15.5	0.321855488
43	20.0	15.5	0.321855488
43	16.7	15.5	0.321855488
43	18.2	15.5	0.321855488
43	20.0	15.5	0.321855488
43	18.2	15.5	0.321855488
44	11.1	15.5	0.321855488
44	10.0	15.5	0.321855488
44	10.0	15.5	0.321855488
45	10.0	15.5	0.321855488
45	11.1	15.5	0.321855488
45	10.0	15.5	0.321855488
45	10.0	15.5	0.321855488
45	20.0	15.5	0.321855488
45	10.0	15.5	0.321855488
46	10.0	15.5	0.321855488
46	10.0	15.5	0.321855488
47	27.3	15.5	0.321855488
47	10.0	15.5	0.321855488
47	18.2	15.5	0.321855488
47	11.1	15.5	0.321855488
47	18.2	15.5	0.321855488
48	10.0	15.5	0.321855488
48	10.0	15.5	0.321855488
48	10.0	15.5	0.321855488
48	10.0	15.5	0.321855488
49	18.2	15.5	0.321855488
49	10.0	15.5	0.321855488
49	9.1	15.5	0.321855488
49	10.0	15.5	0.321855488
49	18.2	15.5	0.321855488
49	11.1	15.5	0.321855488
50	10.0	15.5	0.321855488
50	10.0	15.5	0.321855488
50	9.1	15.5	0.321855488
50	11.1	15.5	0.321855488
50	10.0	15.5	0.321855488
50	10.0	15.5	0.321855488
51	18.2	15.5	0.321855488
51	10.0	15.5	0.321855488
51	11.1	15.5	0.321855488
51	10.0	15.5	0.321855488
52	10.0	15.5	0.321855488
52	10.0	15.5	0.321855488
52	11.1	15.5	0.321855488
53	10.0	15.5	0.321855488
53	10.0	15.5	0.321855488
53	10.0	15.5	0.321855488
53	20.0	15.5	0.321855488
53	10.0	15.5	0.321855488
54	10.0	15.5	0.321855488
54	10.0	15.5	0.321855488
54	10.0	15.5	0.321855488
54	18.2	15.5	0.321855488
54	16.7	15.5	0.321855488
55	20.0	15.5	0.321855488
55	10.0	15.5	0.321855488
55	20.0	15.5	0.321855488
55	11.1	15.5	0.321855488
56	11.1	15.5	0.321855488
56	11.1	15.5	0.321855488
56	18.2	15.5	0.321855488
56	11.1	15.5	0.321855488
57	18.2	15.5	0.321855488
57	10.0	15.5	0.321982464
57	18.2	15.5	0.32210944
57	10.0	15.5	0.32210944
58	10.0	15.5	0.32210944
58	11.1	15.5	0.32210944
58	10.0	15.5	0.32210944
58	10.0	15.5	0.32210944
58	10.0	15.5	0.32210944
59	11.1	15.5	0.32210944
59	18.2	15.5	0.32210944
59	10.0	15.5	0.32210944
60	11.1	15.5	0.32210944
60	10.0	15.5	0.32210944
60	11.1	15.5	0.32210944
60	10.0	15.5	0.32210944
60	18.2	15.5	0.32210944
61	11.1	15.5	0.32210944
61	10.0	15.5	0.32210944
61	10.0	15.5	0.32210944
61	10.0	15.5	0.32210944
61	10.0	15.5	0.32210944
61	11.1	15.5	0.32210944
62	10.0	15.5	0.32210944
62	10.0	15.5	0.322236416
62	10.0	15.5	0.322236416
62	10.0	15.5	0.322228224
62	11.1	15.5	0.322228224
62	10.0	15.5	0.322228224
63	18.2	15.5	0.322228224
63	9.1	15.5	0.322228224
63	10.0	15.5	0.322228224
63	11.1	15.5	0.322228224
64	11.1	15.5	0.322228224
65	10.0	15.5	0.322228224
65	10.0	15.5	0.322228224
65	25.0	15.5	0.322228224
66	11.1	15.5	0.3223552
66	11.1	15.5	0.3223552
66	10.0	15.5	0.3223552
66	10.0	15.5	0.3223552
66	10.0	15.5	0.3223552
66	11.1	15.5	0.3223552
67	10.0	15.5	0.3223552
67	11.1	15.5	0.3223552
67	10.0	15.5	0.3223552
67	10.0	15.5	0.3223552
67	11.1	15.5	0.3223552
68	20.0	15.5	0.321851392
68	10.0	15.5	0.321847296
68	10.0	15.5	0.321847296
68	11.1	15.5	0.321847296
69	11.1	15.5	0.321847296
69	10.0	15.5	0.321847296
69	10.0	15.5	0.321847296
69	10.0	15.5	0.321847296
69	10.0	15.5	0.321847296
70	11.1	15.5	0.321847296
70	20.0	15.5	0.321847296
71	10.0	15.5	0.321847296
71	11.1	15.5	0.321847296
71	10.0	15.5	0.321847296
71	10.0	15.5	0.321847296
71	9.1	15.5	0.321847296
71	10.0	15.5	0.321847296
72	20.0	15.5	0.321847296
72	10.0	15.5	0.321847296
72	10.0	15.5	0.321847296
72	11.1	15.5	0.321847296
73	10.0	15.5	0.321974272
73	10.0	15.5	0.321974272
73	10.0	15.5	0.321974272
73	18.2	15.5	0.321974272
74	11.1	15.5	0.321974272
74	10.0	15.5	0.321974272
74	9.1	15.5	0.321974272
75	10.0	15.5	0.321974272
75	18.2	15.5	0.321974272
75	10.0	15.5	0.321974272
75	10.0	15.5	0.321974272
76	18.2	15.5	0.321974272
76	20.0	15.5	0.321974272
76	10.0	15.5	0.321974272
76	11.1	15.5	0.321974272
76	10.0	15.5	0.321974272
77	11.1	15.5	0.321974272
77	9.1	15.5	0.321974272
77	11.1	15.5	0.321974272
77	10.0	15.5	0.321974272
77	18.2	15.5	0.321974272
77	11.1	15.5	0.321974272
77	10.0	15.5	0.321974272
78	18.2	15.5	0.321974272
78	10.0	15.5	0.321974272
78	11.1	15.5	0.321974272
78	10.0	15.5	0.321974272
78	18.2	15.5	0.321974272
78	10.0	15.5	0.321974272
79	11.1	15.5	0.321974272
79	10.0	15.5	0.321974272
79	11.1	15.5	0.321974272
79	11.1	15.5	0.321974272
79	11.1	15.5	0.321974272
80	11.1	15.5	0.321974272
80	10.0	15.5	0.321974272
80	18.2	15.5	0.321974272
80	11.1	15.5	0.321974272
81	10.0	15.5	0.321974272
81	18.2	15.5	0.321974272
81	11.1	15.5	0.321974272
82	10.0	15.5	0.321974272
82	11.1	15.5	0.321974272
82	18.2	15.5	0.321974272
82	10.0	15.5	0.321974272
82	10.0	15.5	0.321974272
82	10.0	15.5	0.321974272
83	11.1	15.5	0.321974272
83	11.1	15.5	0.321974272
83	11.1	15.5	0.321974272
83	11.1	15.5	0.321974272
84	11.1	15.5	0.321974272
84	18.2	15.5	0.321974272
84	10.0	15.5	0.321974272
84	11.1	15.5	0.321974272
84	10.0	15.5	0.321974272
84	10.0	15.5	0.321974272
85	20.0	15.5	0.321974272
85	10.0	15.5	0.321974272
85	18.2	15.5	0.321974272
85	10.0	15.5	0.321974272
86	11.1	15.5	0.321974272
86	18.2	15.5	0.321974272
86	10.0	15.5	0.321974272
86	10.0	15.5	0.321974272
86	10.0	15.5	0.321974272
86	10.0	15.5	0.321974272
87	11.1	15.5	0.321974272
87	10.0	15.5	0.321974272
87	10.0	15.5	0.321974272
87	18.2	15.5	0.321974272
87	10.0	15.5	0.321974272
88	11.1	15.5	0.321974272
88	20.0	15.5	0.321974272
88	10.0	15.5	0.321974272
88	10.0	15.5	0.321974272
88	11.1	15.5	0.321974272
88	10.0	15.5	0.321974272
88	10.0	15.5	0.321974272
88	20.0	15.5	0.321974272
89	20.0	15.5	0.321974272
89	18.2	15.5	0.321974272
89	11.1	15.5	0.321974272
89	10.0	15.5	0.321974272
89	20.0	15.5	0.322101248
90	11.1	15.5	0.322101248
90	10.0	15.5	0.322101248
90	10.0	15.5	0.322101248
90	11.1	15.5	0.322101248
90	10.0	15.5	0.322101248
90	11.1	15.5	0.322101248
91	10.0	15.5	0.322101248
91	10.0	15.5	0.322101248
91	10.0	15.5	0.322101248
91	10.0	15.5	0.322101248
91	18.2	15.5	0.322101248
91	10.0	15.5	0.322101248
92	11.1	15.5	0.322101248
92	10.0	15.5	0.322101248
92	10.0	15.5	0.322101248
92	10.0	15.5	0.322101248
92	9.1	15.5	0.322101248
92	10.0	15.5	0.322101248
92	11.1	15.5	0.322101248
93	10.0	15.5	0.322101248
93	18.2	15.5	0.322101248
93	10.0	15.5	0.322101248
93	10.0	15.5	0.322101248
94	11.1	15.5	0.322101248
94	10.0	15.5	0.322101248
94	11.1	15.5	0.322101248
94	10.0	15.5	0.322101248
94	10.0	15.5	0.322101248
95	10.0	15.5	0.322101248
95	11.1	15.5	0.322101248
95	10.0	15.5	0.322101248
95	10.0	15.5	0.322101248
95	10.0	15.5	0.322101248
95	18.2	15.5	0.322101248
95	9.1	15.5	0.322101248
96	16.7	15.5	0.322101248
96	9.1	15.5	0.322093056
96	10.0	15.5	0.322093056
96	10.0	15.5	0.322093056
97	16.7	15.5	0.322220032
97	10.0	15.5	0.322220032
97	10.0	15.5	0.322220032
97	10.0	15.5	0.322220032
97	11.1	15.5	0.322220032
98	10.0	15.5	0.322220032
98	10.0	15.5	0.322220032
98	10.0	15.5	0.322220032
98	18.2	15.5	0.322220032
99	18.2	15.5	0.322220032
99	10.0	15.5	0.322220032
99	11.1	15.5	0.322220032
99	10.0	15.5	0.322220032
99	20.0	15.5	0.322220032
100	10.0	15.5	0.322220032
100	10.0	15.5	0.322220032
100	10.0	15.5	0.322220032
100	10.0	15.5	0.322220032
101	11.1	15.5	0.322220032
101	10.0	15.5	0.322220032
101	10.0	15.5	0.322220032
101	10.0	15.5	0.322220032
101	10.0	15.5	0.322220032
101	11.1	15.5	0.322220032
102	10.0	15.5	0.322347008
102	20.0	15.5	0.322347008
102	10.0	15.5	0.322347008
102	18.2	15.5	0.322347008
102	10.0	15.5	0.322347008
103	10.0	15.5	0.322347008
103	10.0	15.5	0.322347008
103	10.0	15.5	0.322347008
104	10.0	15.5	0.322347008
104	10.0	15.5	0.322347008
104	18.2	15.5	0.322347008
104	11.1	15.5	0.322347008
104	10.0	15.5	0.322347008
105	10.0	15.5	0.321851392
105	18.2	15.5	0.321839104
105	10.0	15.5	0.321839104
105	18.2	15.5	0.321839104
105	11.1	15.5	0.321839104
106	11.1	15.5	0.321839104
106	11.1	15.5	0.321839104
107	10.0	15.5	0.321839104
