timeFrame	cpuPerc	memoryPerc	memoryUsed
3	36.4	83.3	1.73264896
3	40.0	83.4	1.733414912
3	12.5	83.4	1.733537792
3	20.0	83.4	1.733537792
4	11.1	83.4	1.733042176
4	30.0	83.4	1.733128192
4	11.1	83.4	1.733128192
4	11.1	83.4	1.73336576
4	18.2	83.4	1.733492736
4	33.3	83.4	1.73463552
4	20.0	83.5	1.735016448
4	22.2	83.5	1.73590528
4	40.0	83.6	1.738063872
4	30.0	83.6	1.738698752
5	20.0	83.6	1.73907968
5	20.0	83.7	1.739460608
5	10.0	83.7	1.739825152
5	30.0	83.8	1.741221888
5	22.2	83.8	1.742057472
5	50.0	83.9	1.744830464
5	33.3	84.1	1.747750912
5	37.5	84.2	1.75046656
5	25.0	84.3	1.75173632
6	30.0	84.3	1.75300608
6	40.0	84.4	1.754402816
6	11.1	84.4	1.75491072
6	25.0	84.5	1.756663808
6	38.5	84.5	1.75755264
6	40.0	84.6	1.7588224
6	55.6	84.7	1.76132096
6	50.0	84.9	1.765257216
6	50.0	85.0	1.767796736
6	33.3	85.2	1.770663936
7	54.5	85.4	1.775362048
7	30.0	85.5	1.77752064
7	25.0	85.6	1.780383744
7	11.1	85.7	1.781653504
7	40.0	85.8	1.782923264
7	40.0	85.9	1.785970688
7	20.0	85.9	1.78665472
7	54.5	86.1	1.78919424
7	50.0	86.2	1.792094208
8	40.0	86.3	1.793236992
8	22.2	86.3	1.79431424
8	45.5	86.3	1.79494912
8	50.0	86.4	1.7956864
8	20.0	86.4	1.795813376
8	33.3	86.4	1.796448256
8	27.3	86.4	1.796829184
8	60.0	86.5	1.797971968
8	30.0	86.5	1.7988608
9	22.2	86.5	1.799368704
9	50.0	86.6	1.800003584
9	60.0	86.6	1.800994816
9	40.0	86.7	1.80150272
9	10.0	86.7	1.801756672
9	11.1	86.7	1.8021376
9	37.5	86.7	1.80340736
9	27.3	86.8	1.803988992
9	53.8	86.8	1.80473856
9	36.4	86.9	1.805729792
10	40.0	86.9	1.806999552
10	60.0	86.9	1.806999552
10	27.3	86.9	1.807634432
10	20.0	87.0	1.80826112
10	30.0	87.0	1.809014784
10	22.2	87.0	1.809268736
10	63.6	87.1	1.810825216
10	11.1	87.2	1.812402176
11	22.2	87.2	1.812750336
11	30.0	87.2	1.813131264
11	36.4	87.2	1.813512192
11	20.0	87.2	1.813860352
11	11.1	87.3	1.81424128
11	30.0	87.3	1.814622208
11	11.1	87.3	1.814908928
11	33.3	87.3	1.815289856
11	44.4	87.4	1.816940544
12	30.0	87.4	1.817575424
12	50.0	87.5	1.818329088
12	12.5	87.5	1.818710016
12	80.0	87.5	1.81942272
12	60.0	87.5	1.819926528
12	22.2	87.6	1.821323264
12	40.0	87.6	1.821831168
12	36.4	87.7	1.823100928
12	25.0	87.8	1.825640448
12	30.0	87.8	1.826148352
13	30.0	87.9	1.82652928
13	40.0	87.9	1.82716416
13	10.0	87.9	1.827545088
13	22.2	87.9	1.82800384
13	10.0	87.9	1.828384768
13	20.0	88.0	1.829146624
13	33.3	88.1	1.831559168
13	45.5	88.1	1.832194048
13	22.2	88.1	1.832574976
13	40.0	88.2	1.832955904
14	22.2	88.2	1.833463808
14	27.3	88.2	1.834098688
14	28.6	88.3	1.834860544
14	11.1	88.3	1.835368448
14	22.2	88.3	1.835876352
14	30.0	88.3	1.836003328
14	22.2	88.3	1.836511232
14	22.2	88.4	1.837273088
14	45.5	88.4	1.83785472
15	22.2	88.4	1.838108672
15	30.0	88.4	1.838870528
15	11.1	88.5	1.840136192
15	27.3	88.6	1.841278976
15	22.2	88.6	1.842294784
15	30.0	88.6	1.84242176
15	20.0	88.6	1.842802688
15	40.0	88.7	1.844199424
15	20.0	88.7	1.844453376
16	36.4	88.8	1.845342208
16	11.1	88.8	1.845723136
16	10.0	88.8	1.845977088
16	22.2	88.8	1.846706176
16	11.1	88.8	1.846706176
16	54.5	88.9	1.848356864
16	20.0	88.9	1.848864768
17	20.0	88.9	1.848864768
17	50.0	89.0	1.849880576
17	30.0	89.0	1.850642432
17	10.0	89.0	1.850642432
17	36.4	89.1	1.851531264
17	22.2	89.1	1.852801024
17	33.3	89.2	1.853816832
17	27.3	89.2	1.854324736
17	30.0	89.2	1.854578688
18	30.0	89.2	1.85483264
18	30.0	89.3	1.855721472
18	20.0	89.4	1.85782272
18	50.0	89.5	1.859981312
18	72.7	89.7	1.864298496
18	30.0	89.7	1.865248768
18	40.0	89.8	1.866264576
18	37.5	89.9	1.868169216
19	30.0	89.9	1.868931072
19	33.3	89.9	1.869565952
19	10.0	89.9	1.870073856
19	12.5	90.0	1.870966784
19	33.3	90.0	1.87172864
19	25.0	90.1	1.872490496
19	36.4	90.1	1.872367616
19	66.7	90.1	1.87385856
19	45.5	90.2	1.874747392
19	30.0	90.2	1.875890176
20	12.5	90.3	1.876652032
20	20.0	90.3	1.877159936
20	11.1	90.3	1.87766784
20	11.1	90.3	1.878171648
20	30.0	90.4	1.878679552
20	40.0	90.4	1.879822336
20	20.0	90.5	1.880584192
20	36.4	90.5	1.881092096
20	45.5	90.5	1.882083328
20	36.4	90.5	1.882464256
21	41.7	90.6	1.883680768
21	20.0	90.6	1.883959296
21	40.0	90.6	1.883926528
21	77.8	90.7	1.884778496
21	40.0	90.7	1.885540352
21	40.0	90.8	1.886810112
21	50.0	90.8	1.887698944
22	75.0	90.9	1.89016064
22	60.0	91.0	1.89270016
22	45.5	91.1	1.894477824
22	20.0	91.1	1.894854656
22	20.0	91.2	1.895489536
22	11.1	91.2	1.895743488
22	20.0	91.2	1.896124416
22	33.3	91.2	1.896759296
22	25.0	91.3	1.898217472
22	14.3	91.4	1.89923328
23	30.0	91.4	1.900122112
23	20.0	91.4	1.900883968
23	45.5	91.5	1.902788608
23	30.0	91.6	1.904177152
23	60.0	91.6	1.904685056
23	90.0	91.6	1.904939008
23	100.0	91.6	1.905086464
23	44.4	91.6	1.90519296
24	55.6	91.8	1.90789632
24	30.0	91.8	1.909420032
24	22.2	91.9	1.910181888
24	33.3	91.9	1.910812672
24	40.0	92.0	1.912082432
24	30.0	92.0	1.91373312
24	22.2	92.1	1.914368
24	22.2	92.1	1.915256832
24	30.0	92.2	1.916526592
24	40.0	92.2	1.91690752
25	11.1	92.2	1.917288448
25	45.5	92.3	1.918431232
25	11.1	92.3	1.919193088
25	18.2	92.3	1.919819776
25	20.0	92.4	1.92096256
25	22.2	92.4	1.921724416
25	33.3	92.5	1.923756032
25	36.4	92.6	1.925152768
25	27.3	92.6	1.925914624
25	12.5	92.7	1.926295552
26	27.3	92.7	1.926930432
26	11.1	92.7	1.92731136
26	20.0	92.7	1.927819264
26	33.3	92.8	1.92946176
26	30.0	92.9	1.93073152
26	11.1	92.9	1.931112448
26	11.1	92.9	1.9313664
26	20.0	92.9	1.931620352
26	40.0	92.9	1.932255232
27	22.2	93.0	1.9345408
27	30.0	93.1	1.936572416
27	20.0	93.2	1.937334272
27	22.2	93.3	1.93898496
27	10.0	93.3	1.939111936
27	33.3	93.4	1.941651456
27	36.4	93.5	1.943048192
27	30.0	93.5	1.943683072
27	30.0	93.6	1.945079808
27	22.2	93.6	1.945841664
28	20.0	93.7	1.947111424
28	20.0	93.7	1.94787328
28	20.0	93.7	1.948254208
28	11.1	93.8	1.949392896
28	10.0	93.8	1.949773824
28	30.0	93.8	1.950662656
28	36.4	93.9	1.951551488
28	45.5	93.9	1.952722944
28	55.6	94.0	1.954373632
28	66.7	94.0	1.955262464
29	44.4	94.1	1.95538944
29	50.0	94.1	1.956151296
29	60.0	94.1	1.956278272
29	100.0	94.1	1.957036032
29	81.8	94.2	1.957543936
29	100.0	94.2	1.957924864
29	100.0	94.2	1.958432768
29	100.0	94.2	1.958940672
29	63.6	94.2	1.9593216
29	40.0	94.3	1.959575552
30	77.8	94.3	1.960083456
30	66.7	94.3	1.960718336
30	90.0	94.3	1.96122624
30	88.9	94.4	1.961979904
30	91.7	94.4	1.962487808
30	70.0	94.4	1.963503616
30	88.9	94.5	1.964773376
30	80.0	94.6	1.96626432
30	60.0	94.7	1.968041984
30	66.7	94.8	1.970962432
31	44.4	94.9	1.97197824
31	33.3	94.9	1.972486144
31	30.0	94.9	1.973374976
31	44.4	95.0	1.975898112
31	30.0	95.2	1.978437632
31	37.5	95.3	1.980469248
31	25.0	95.3	1.980596224
31	66.7	95.4	1.984151552
31	60.0	95.6	1.987325952
31	63.6	95.7	1.98926336
32	62.5	95.8	1.991294976
32	44.4	96.0	1.995104256
32	40.0	96.1	1.998024704
32	27.3	96.2	1.999527936
32	50.0	96.4	2.003337216
32	22.2	96.4	2.004733952
32	33.3	96.5	2.006638592
32	22.2	96.5	2.006790144
32	20.0	96.5	2.006790144
32	18.2	96.5	2.006892544
33	11.1	96.5	2.00701952
33	10.0	96.5	2.007146496
33	10.0	96.6	2.007400448
33	22.2	96.6	2.008666112
33	40.0	96.7	2.009935872
33	58.3	96.7	2.010353664
33	77.8	96.7	2.010353664
33	63.6	96.7	2.010353664
33	54.5	96.7	2.010353664
34	100.0	96.7	2.010824704
34	90.0	96.8	2.012602368
34	20.0	96.8	2.012962816
34	45.5	96.9	2.013597696
34	33.3	96.9	2.0141056
34	100.0	96.9	2.014486528
34	100.0	96.9	2.014994432
34	100.0	96.9	2.015248384
34	90.9	96.9	2.015248384
34	100.0	96.9	2.015502336
35	100.0	97.0	2.015629312
35	90.0	97.0	2.015965184
35	44.4	97.0	2.015952896
35	80.0	97.0	2.016206848
35	45.5	97.0	2.016333824
