timeFrame	bandUsed
1	0.907813
2	0.907813
2	0.5566411
3	18.21753
3	0.907813
4	37.76409
4	0.907813
5	45.928160000000005
6	56.602399999999996
6	0.0386718
7	62.5606
7	0.0386718
8	45.91717
8	0.0386718
9	47.51598
9	0.0386718
10	52.03418
11	42.02714
12	37.47913
13	39.82244
14	43.40493
16	25.60037
16	28.508989999999997
17	28.94298
18	29.3461
20	23.66714
20	21.94455
21	12.833200000000001
22	10.39024
23	12.371480000000002
24	13.431249999999999
25	11.46094
26	10.17929
27	5.73633
28	4.3332
29	0.951562
30	0.951562
31	0.951562
32	1.052343
33	1.052343
34	0.7773429999999999
35	0.926562
36	0.491406
37	0.491406
39	0.788281
39	0.96875
40	1.1617190000000002
42	3.29883
42	3.29883
43	3.29883
44	3.4511700000000003
45	3.4511700000000003
46	0.65
47	1.6874959999999999
48	1.6874959999999999
49	1.5624959999999999
50	1.7039090000000001
51	1.7039090000000001
52	1.049219
53	3.2628909999999998
54	3.0027369999999998
55	3.2628909999999998
56	3.68672
57	3.68672
58	2.65507
58	0.0507812
59	14.06723
59	0.0507812
60	14.081610000000001
60	0.0507812
61	2.083983
62	2.825777
63	2.825777
64	3.9836
65	3.9836
66	4.125
67	6.15507
68	6.53242
69	5.5082
70	6.0082
71	5.30976
72	5.30976
73	2.3085970000000002
74	2.4507779999999997
75	5.58828
76	5.45977
77	5.53008
78	5.27969
79	4.95937
80	2.68711
81	2.68711
82	2.350005
83	2.6746100000000004
84	4.13711
85	10.285540000000001
86	13.73903
87	16.15506
88	18.26483
89	14.113669999999999
90	14.113669999999999
91	9.31719
92	9.31719
93	9.31719
94	0.37890609999999997
95	0.847656
96	0.847656
99	1.1445310000000002
100	1.1445310000000002
100	0.829687
100	0.574218
101	0.685157
102	6.33007
103	6.96563
104	7.07813
105	7.07813
106	7.025
107	7.025
108	7.025
109	0.517968
110	2.153124
111	7.14219
112	8.05586
113	8.05586
114	8.33262
115	7.01387
116	7.01387
117	1.530663
119	1.679885
119	0.0507812
119	1.679885
119	0.0507812
120	1.679885
120	0.0507812
121	0.8523430000000001
121	0.0507812
122	0.8523430000000001
122	0.0507812
123	0.617774
124	0.792773
125	0.9716800000000001
126	0.9716800000000001
127	1.3035160000000001
128	2.006643
129	3.02539
130	3.1746100000000004
131	3.1746100000000004
132	3.28711
133	2.019918
134	1.001172
136	0.97539
136	1.063672
137	1.063672
138	1.063672
139	0.595313
140	0.595313
141	0.783593
142	1.006251
144	1.006251
145	0.876562
146	0.876562
147	1.542969
148	3.65703
149	4.1707
150	4.50429
151	4.50429
152	4.50429
153	1.669139
154	1.669139
155	1.669139
156	0.938281
157	0.938281
158	4.03477
159	1.101953
160	1.5503900000000002
161	1.691796
162	2.47461
163	2.47461
164	2.47461
165	1.264844
166	5.389060000000001
167	4.88086
168	5.17774
169	5.17774
170	0.7128909999999999
171	0.508594
172	10.09023
173	14.31012
174	15.24919
175	15.33906
176	15.33906
177	2.499218
178	2.499218
179	1.7640609999999999
179	0.0507812
180	1.9929729999999999
180	0.0507812
181	2.140626
181	0.0507812
182	1.133594
182	0.0507812
183	1.446094
183	0.0507812
185	2.159374
185	1.6695319999999998
186	2.63789
187	6.87226
188	25.09452
189	26.5199
190	27.21405
191	1.983594
192	3.641408
193	3.641408
194	6.62734
195	18.54495
196	18.89653
197	15.773100000000001
198	16.2965
199	18.29137
200	7.460929999999999
201	9.05898
202	8.92656
203	9.0582
204	4.055469
205	3.458981
206	3.321873
207	3.2140589999999998
208	3.2140589999999998
213	2.691016
213	1.770701
213	1.770701
213	1.693749
213	1.693749
214	9.9207
215	11.35547
216	12.03477
217	17.47967
218	19.13554
219	10.55391
220	9.04101
221	9.59531
222	9.59531
223	2.47578
224	7.933199999999999
225	25.871899999999997
226	28.76445
227	29.43399
228	29.58823
229	29.58823
230	29.58823
231	29.58823
232	29.58823
233	0.452735
234	1.321485
235	1.995702
236	2.251173
237	2.519534
238	2.322268
239	1.453519
239	0.0507812
240	5.03984
240	0.0507812
241	5.03984
241	0.0507812
242	5.03984
242	0.0507812
243	5.03984
243	0.0507812
244	5.03984
244	0.0507812
245	0.14765620000000002
246	4.6877
247	10.774223
248	10.774223
249	10.774223
250	11.403880000000001
251	4.6820319999999995
252	8.515229999999999
253	8.2082
254	8.2082
255	7.430859999999999
256	7.430859999999999
257	0.0703124
258	0.0703124
259	0.0703124
260	0.0703124
261	0.0703124
262	0.0703124
263	0.0703124
264	0.0703124
278	0.2117184
278	0.2117184
278	0.2117184
278	0.391406
278	0.391406
278	0.32734399999999997
278	0.32734399999999997
278	0.32734399999999997
278	0.367187
278	0.367187
278	0.21953109999999998
278	0.21953109999999998
278	0.21953109999999998
278	0.21953109999999998
279	1.406641
280	6.15742
281	7.301169999999999
282	29.529339999999998
283	31.899990000000003
284	31.899990000000003
285	31.899990000000003
286	9.59414
287	5.0308600000000006
288	0.386719
289	0.386719
290	0.386719
291	0.386719
292	0.461523
293	0.461523
294	0.461523
295	0.244336
296	0.427539
297	0.427539
298	0.478515
299	0.478515
299	0.0507812
300	0.478515
300	0.0507812
301	0.49218799999999996
301	0.0507812
302	0.49218799999999996
302	0.0507812
303	0.49218799999999996
303	0.0507812
304	0.49218799999999996
304	0.0507812
305	0.286719
306	0.286719
307	2.171294
308	6.55019
309	27.63225
310	35.11974
311	35.426790000000004
312	36.3855
313	31.77928
314	10.978119999999999
315	3.669531
316	3.669531
317	3.669531
318	3.669531
319	0.31875
320	0.31875
321	0.31875
322	1.449614
323	2.639064
324	2.371487
325	2.890234
326	3.7711
327	3.7711
328	3.7711
329	1.886328
330	1.886328
331	2.887504
332	4.51445
333	8.27383
334	13.62188
335	14.21875
336	12.443359999999998
337	12.17735
338	12.17735
339	2.724608
340	2.486327
341	2.239848
342	2.239848
343	1.1515630000000001
344	1.010156
345	0.651562
346	1.0742189999999998
347	1.0742189999999998
348	1.0742189999999998
349	1.061328
350	1.061328
351	1.061328
352	10.8836
353	20.55743
354	20.76408
355	21.5531
356	21.5531
357	21.5531
358	0.995703
358	0.0507812
359	0.2968747
359	0.0507812
360	0.2968747
360	0.0507812
361	0.720704
361	0.0507812
362	3.7972599999999996
362	0.0507812
363	3.7972599999999996
363	0.0507812
364	3.7972599999999996
364	0.0507812
365	3.82305
366	3.82305
367	0.636719
368	1.414063
369	1.335547
370	1.335547
371	1.335547
372	2.163669
373	2.163669
374	1.851954
375	2.203516
376	1.079687
377	1.053907
378	1.254688
379	1.254688
380	0.974805
381	0.974805
382	0.877929
383	0.702929
384	0.439453
385	0.439453
386	1.7207029999999999
387	1.7207029999999999
388	1.7207029999999999
389	1.955466
390	1.955466
391	0.8125
392	0.8125
393	0.8125
394	0.6691400000000001
395	0.6691400000000001
396	0.569531
397	0.775
398	0.775
399	0.83125
400	1.0667970000000002
401	1.0667970000000002
402	2.09297
403	2.09297
404	2.09297
405	2.114068
406	2.61523
407	1.234375
408	1.409375
409	1.409375
410	1.409375
411	0.882422
412	2.236329
413	2.087107
414	2.54493
415	2.54493
416	2.54493
417	0.558204
418	0.558204
419	0.921094
419	0.0507812
420	0.921094
420	0.0507812
421	1.126563
421	0.0507812
422	1.126563
422	0.0507812
423	1.126563
423	0.0507812
424	0.631641
425	0.631641
426	0.466407
427	0.633203
428	0.633203
429	0.670703
430	0.8644529999999999
431	0.43789100000000003
432	0.8324210000000001
433	1.042187
434	1.042187
435	1.042187
436	1.002344
437	2.117972
438	2.117972
439	2.117972
440	2.089064
441	2.324614
442	0.660547
443	1.0105469999999999
444	1.2675779999999999
445	1.2675779999999999
446	0.9425779999999999
447	2.39961
448	2.39961
449	0.272656
450	0.272656
451	0.670703
452	0.943359
453	0.943359
454	0.943359
455	0.94336
456	0.94336
457	0.465234
458	0.465234
459	0.5660149999999999
460	0.5660149999999999
461	0.5660149999999999
462	0.633204
463	0.633204
464	0.471094
465	0.565625
466	0.9121090000000001
467	2.200781
468	2.200781
469	2.200781
470	2.42734
471	2.42734
472	0.833985
473	1.095313
474	0.807031
475	0.807031
476	1.3265630000000002
477	2.45586
478	2.142967
479	2.173051
479	0.0507812
480	2.173051
480	0.0507812
481	0.488281
482	1.046485
483	1.046485
484	1.3191410000000001
485	1.3191410000000001
486	1.3191410000000001
487	0.555469
488	0.555469
489	0.8253900000000001
490	0.8253900000000001
491	1.1753900000000002
492	1.1753900000000002
493	1.1753900000000002
494	1.1753900000000002
495	0.659765
496	0.785157
497	1.192579
498	1.492578
499	1.492578
500	1.492578
501	1.492578
502	2.35391
503	2.35391
504	2.2593699999999997
505	2.7660099999999996
506	2.7660099999999996
507	2.7660099999999996
508	1.049219
509	1.049219
510	1.049219
511	1.293359
512	2.467581
513	2.467581
514	0.285547
515	0.285547
516	0.285547
517	0.80625
518	0.80625
519	0.6875
520	1.284375
521	1.284375
522	1.284375
523	1.034766
524	1.034766
525	1.034766
526	1.070703
527	1.070703
528	1.070703
529	0.869922
530	1.1183589999999999
531	0.755469
532	2.05977
533	2.05977
534	2.204687
535	2.45313
536	2.45313
537	0.822656
538	0.971875
539	0.971875
539	0.0507812
540	0.4589843
540	0.0507812
541	0.8570310000000001
541	0.0507812
542	0.8570310000000001
542	0.0507812
543	0.7777339999999999
544	0.9453119999999999
545	0.9453119999999999
546	1.522657
547	1.7410160000000001
548	1.7410160000000001
549	2.33515
550	2.33515
551	2.33515
552	2.33515
553	2.33515
554	0.2710937
555	0.2710937
556	0.778125
557	1.188672
558	1.188672
559	1.214453
560	1.214453
561	1.214453
562	0.9628909999999999
563	1.163672
564	1.110938
565	2.54063
566	2.54063
567	2.54063
568	2.219143
569	2.219143
570	2.219143
571	1.383594
572	1.383594
573	1.383594
574	1.08711
575	1.08711
576	1.08711
577	1.958201
578	1.958201
579	0.205468
580	0.450781
581	0.450781
582	0.450781
583	0.800781
584	0.800781
585	0.800781
586	1.122266
587	1.122266
588	1.122266
589	1.032031
