time	cpu	memPerc	memUsage
37.67896201499997	10.4	34.8	1.07810816
24.22603394600003	50.0	34.8	1.07810816
25.24981391999995	50.0	34.8	1.078775808
36.641038363999996	10.4	34.8	1.07810816
28.318225417999997	50.0	34.8	1.07810816
32.472242354	50.0	34.8	1.07810816
38.72483947500001	10.4	34.8	1.079283712
31.437706600000013	50.0	34.8	1.08081152
27.298060910000004	50.0	34.8	1.080303616
22.14756016299998	66.7	34.8	1.080557568
29.341947309000034	50.0	34.8	1.08003328
15.476288013999977	50.0	34.9	1.08081152
13.434753864000015	33.3	34.9	1.082335232
30.39516074400001	50.0	34.8	1.07902976
23.18570282999997	60.0	34.9	1.08081152
17.60763156600001	50.0	34.9	1.082335232
21.00202146700002	50.0	34.8	1.081573376
14.45526541999999	33.3	34.9	1.081319424
16.53565987600001	100.0	34.9	1.08208128
19.861262348000025	40.0	34.9	1.08081152
10.37600142599996	33.3	34.9	1.082335232
11.391676566000001	33.3	34.9	1.083875328
12.411330134000025	42.9	34.9	1.08713984
9.362961734999999	33.3	34.9	1.083875328
18.7302368	44.4	34.9	1.083875328
10.389362930000061	6.7	33.8	1.048920064
7.229318269000032	50.0	33.8	1.048920064
8.283944438999924	50.0	33.8	1.0491904
12.49513831399986	6.7	33.8	1.0491904
13.547143817000006	6.7	33.8	1.048920064
14.597242972999993	6.7	33.8	1.0491904
9.337465761999965	50.0	33.8	1.0491904
6.186193385000024	66.7	33.8	1.0491904
11.442177997000044	6.7	33.8	1.0491904
7.568011613000181	14.3	35.2	1.092468736
6.51534072100003	14.3	35.2	1.092468736
5.469447219999893	50.0	35.2	1.092468736
8.587331120000044	14.5	35.2	1.092468736
7.207603208000137	50.0	36.0	1.115447296
5.116335748999973	50.0	36.0	1.115447296
8.276358489000131	13.0	36.0	1.115447296
6.164254846999938	50.0	36.0	1.115447296
4.003625819000035	66.7	36.0	1.115447296
7.907462414000065	9.4	35.8	1.109803008
6.864564494999968	9.4	35.8	1.109803008
8.936725989000024	9.4	35.8	1.109803008
20.30212718100006	10.9	35.4	1.098604544
18.20274445400014	50.0	35.4	1.098604544
17.150622058999943	50.0	35.4	1.098604544
19.254702554000005	50.0	35.4	1.098604544
15.854692753000108	50.0	35.4	1.098604544
29.86354373899985	8.4	34.9	1.08269568
30.911892842000043	8.4	34.9	1.08269568
31.988969412000188	8.4	34.9	1.08269568
68.48900609299994	50.0	28.8	0.892956672
66.38056649600003	50.0	28.8	0.892956672
62.193152960000134	100.0	28.8	0.892956672
55.83223576199998	66.7	28.8	0.892956672
60.08987948999993	100.0	28.8	0.892956672
72.62944274799997	12.6	28.8	0.892956672
73.68030974399994	12.6	28.8	0.892956672
69.537176757	50.0	28.8	0.892956672
67.43935910599998	50.0	28.8	0.892956672
74.73165054100014	12.6	28.8	0.892956672
70.58108360100005	50.0	28.8	0.892956672
57.92061306699998	66.7	28.8	0.892956672
56.899015657000064	50.0	28.8	0.892956672
71.61335418299996	12.6	28.8	0.892956672
54.79247594200001	50.0	28.8	0.892956672
65.32919502000004	50.0	28.8	0.892956672
53.76188890499998	100.0	28.8	0.892956672
48.322194800000034	66.7	28.8	0.892956672
52.72871784300014	66.7	28.8	0.892956672
61.143180379999876	100.0	28.8	0.892956672
50.63039716200001	66.7	28.8	0.893165568
47.17277054500005	33.3	28.8	0.893165568
49.49151665599993	100.0	28.8	0.892956672
51.64947910799992	60.0	28.8	0.892956672
63.23797069199986	100.0	28.8	0.892956672
59.03674710900009	50.0	28.8	0.893165568
45.11228837600015	25.0	28.8	0.893165568
46.13445441700014	33.3	28.8	0.894980096
64.27891578499998	100.0	28.8	0.894005248
9.797643220000054	50.0	34.7	1.076334592
15.426701435999803	13.5	34.7	1.076334592
11.253285426000048	50.0	34.7	1.076334592
6.542564164999931	50.0	34.7	1.076334592
8.752360210999996	50.0	34.7	1.076334592
13.966587461000017	50.0	34.7	1.076334592
5.488697730000013	50.0	34.7	1.076334592
12.510433484000032	50.0	34.7	1.076334592
7.644457406000129	50.0	34.7	1.076334592
14.09835810300001	50.0	34.7	1.074204672
15.136243979000028	50.0	34.7	1.074204672
16.203516802000195	16.5	34.7	1.074204672
27.15749955299998	10.6	34.2	1.060397056
24.01217692399996	10.6	34.2	1.060237312
18.653548284999943	50.0	34.2	1.060237312
15.507219850000183	50.0	34.2	1.060237312
20.79738691400007	66.7	34.2	1.060237312
26.126798287999918	10.6	34.2	1.060237312
21.88893598100003	66.7	34.2	1.060397056
22.970563848999973	66.7	34.2	1.060237312
25.090840091000018	10.6	34.2	1.060237312
19.708189988999948	50.0	34.2	1.060237312
16.556766127999936	50.0	34.2	1.060237312
17.60599857400007	50.0	34.2	1.060237312
14.461736899000016	50.0	34.2	1.060077568
30.806033092999996	100.0	33.7	1.043607552
31.84859560000018	8.4	33.7	1.043304448
29.76056249399994	83.3	33.7	1.043304448
28.708499717999985	83.3	33.7	1.043304448
34.82922192199999	14.7	31.5	0.977317888
33.78784495800005	50.0	31.5	0.977317888
35.86218703700001	14.7	31.5	0.977481728
36.900102239000034	14.7	31.5	0.977481728
69.57349918799991	100.0	30.7	0.951046144
68.52302818299995	100.0	30.7	0.951046144
62.18314722100013	50.0	30.7	0.951046144
56.91754516099991	33.3	30.7	0.951046144
71.67303935099994	7.0	30.7	0.951046144
65.37965482799996	50.0	30.7	0.951046144
70.6215561739998	7.0	30.7	0.951046144
67.48346608399993	100.0	30.7	0.951046144
57.95788551299984	50.0	30.7	0.951046144
63.22938952100003	50.0	30.7	0.951046144
47.386590759	33.3	30.7	0.951046144
60.055602292	50.0	30.7	0.951046144
55.877327225000045	50.0	30.7	0.951046144
66.43296823100013	100.0	30.7	0.951046144
61.11569201299994	50.0	30.7	0.951046144
59.024936245999925	50.0	30.7	0.951046144
64.28202519199999	50.0	30.7	0.951046144
53.77378908399987	50.0	30.7	0.951046144
54.823185287000115	25.0	30.7	0.951046144
49.56309058199986	50.0	30.7	0.951046144
52.74407295099991	25.0	30.7	0.951046144
48.53246100499996	33.3	30.7	0.951967744
50.61570246600013	42.9	30.7	0.951046144
51.68509256099992	50.0	30.7	0.951046144
46.25392260800004	25.0	30.7	0.9516032
27.307369326999833 	 50.0 	 19.6 	 0.6090752 
27.313549299000442 	 50.0 	 19.6 	 0.608960512 
27.306985613000506 	 50.0 	 19.6 	 0.6090752 
27.31009131600149 	 50.0 	 19.6 	 0.609185792 
27.309722502001023 	 100.0 	 19.6 	 0.6090752 
27.313575894000678 	 50.0 	 19.6 	 0.609185792 
27.320694272000765 	 50.0 	 19.7 	 0.609185792 
27.331565839000177 	 66.7 	 19.7 	 0.609185792 
27.327783161001207 	 100.0 	 19.7 	 0.609185792 
27.31665928700022 	 100.0 	 19.7 	 0.609185792 
27.307241028000135 	 50.0 	 19.6 	 0.608960512 
27.31404985700101 	 100.0 	 19.7 	 0.609185792 
27.311698346000412 	 50.0 	 19.7 	 0.609185792 
27.31766728200091 	 50.0 	 19.7 	 0.609185792 
27.31308933100081 	 50.0 	 19.7 	 0.609185792 
27.31589875700047 	 100.0 	 19.7 	 0.609185792 
27.311567608001496 	 50.0 	 19.6 	 0.608960512 
27.314698176000093 	 50.0 	 19.6 	 0.609185792 
27.321521518000736 	 50.0 	 19.7 	 0.609185792 
27.319093864000024 	 100.0 	 19.7 	 0.609185792 
27.309305124001185 	 50.0 	 19.6 	 0.609185792 
27.307447291001154 	 50.0 	 19.6 	 0.609185792 
27.323531310999897 	 100.0 	 19.7 	 0.609185792 
27.31537519900121 	 50.0 	 19.7 	 0.609185792 
27.30865555300079 	 50.0 	 19.6 	 0.609185792 
27.318054223000217 	 50.0 	 19.7 	 0.609185792 
27.31843195700094 	 50.0 	 19.7 	 0.609185792 
27.311634133000553 	 50.0 	 19.6 	 0.609185792 
27.32284932100083 	 66.7 	 19.7 	 0.609185792 
27.314105475999895 	 100.0 	 19.6 	 0.609185792 
27.323821511999995 	 100.0 	 19.7 	 0.609185792 
27.316364665000947 	 100.0 	 19.7 	 0.609185792 
27.31302906200108 	 50.0 	 19.7 	 0.609185792 
27.310861673000545 	 100.0 	 19.6 	 0.609185792 
27.308922057000018 	 50.0 	 19.6 	 0.609185792 
27.315332910000507 	 50.0 	 19.7 	 0.609185792 
27.317737892000878 	 50.0 	 19.7 	 0.609185792 
38.29815373400015 	 22.0 	 20.1 	 0.621703168 
37.252552821999416 	 22.0 	 20.1 	 0.621703168 
36.21250778099966 	 50.0 	 20.1 	 0.621703168 
34.12932864499999 	 100.0 	 20.1 	 0.621703168 
32.01702516899968 	 100.0 	 20.1 	 0.621703168 
33.07714275199942 	 100.0 	 20.1 	 0.621703168 
35.175281846999496 	 50.0 	 20.1 	 0.621703168 
31.71630114799882 	 22.4 	 20.0 	 0.618868736 
28.62681589299973 	 50.0 	 20.0 	 0.618868736 
21.37562109800092 	 50.0 	 20.0 	 0.618766336 
22.44035576600072 	 100.0 	 20.0 	 0.618868736 
24.473438934001024 	 50.0 	 20.0 	 0.618868736 
27.583505517999583 	 100.0 	 20.0 	 0.618766336 
26.572133949999625 	 50.0 	 20.0 	 0.618868736 
25.52255743599926 	 50.0 	 20.0 	 0.618766336 
23.456383430999267 	 50.0 	 20.0 	 0.618868736 
30.670451574000253 	 22.4 	 20.0 	 0.618868736 
29.642350926998915 	 100.0 	 20.0 	 0.618868736 
46.3611322809993 	 50.0 	 18.7 	 0.580235264 
44.322247922000315 	 50.0 	 18.7 	 0.580235264 
48.510659862000466 	 10.2 	 18.7 	 0.580235264 
45.34534260200053 	 50.0 	 18.7 	 0.580235264 
40.215721464001035 	 100.0 	 18.7 	 0.580251648 
39.15182946599998 	 100.0 	 18.7 	 0.580251648 
43.30893816800017 	 50.0 	 18.7 	 0.580251648 
42.262350248000075 	 50.0 	 18.7 	 0.580251648 
49.53907198700108 	 10.2 	 18.7 	 0.580235264 
41.24946427100076 	 50.0 	 18.7 	 0.58013696 
47.43425537599978 	 66.7 	 18.7 	 0.579919872 
39.33847270200022 	 50.0 	 25.5 	 0.789696512 
47.72180118899996 	 50.0 	 25.5 	 0.789696512 
36.18927384199924 	 50.0 	 25.5 	 0.789696512 
42.522533969000506 	 50.0 	 25.5 	 0.789696512 
41.436019070999464 	 50.0 	 25.5 	 0.789696512 
38.28816799000015 	 50.0 	 25.5 	 0.789696512 
50.869438583000374 	 50.0 	 25.5 	 0.789696512 
37.24819530100103 	 50.0 	 25.5 	 0.789696512 
44.59862178500043 	 50.0 	 25.5 	 0.789696512 
45.62534676799987 	 50.0 	 25.5 	 0.789696512 
48.81137077400126 	 100.0 	 25.5 	 0.789696512 
51.90304299099989 	 9.7 	 25.5 	 0.789696512 
43.574102668000705 	 50.0 	 25.5 	 0.789696512 
46.670318595000936 	 50.0 	 25.5 	 0.789696512 
40.3877551759997 	 50.0 	 25.5 	 0.789696512 
27.865580562000105 	 50.0 	 25.5 	 0.789807104 
31.964479435999237 	 100.0 	 25.5 	 0.789807104 
28.875768667001466 	 50.0 	 25.5 	 0.789807104 
34.02439704799872 	 100.0 	 25.5 	 0.789807104 
49.84031277400027 	 100.0 	 25.5 	 0.789807104 
53.9892444240013 	 9.7 	 25.5 	 0.789983232 
30.9455371439999 	 50.0 	 25.5 	 0.789983232 
29.902938790999542 	 50.0 	 25.5 	 0.789983232 
52.93753547899905 	 9.7 	 25.5 	 0.789807104 
35.11127528600082 	 50.0 	 25.5 	 0.789983232 
32.989275631000055 	 100.0 	 25.5 	 0.789807104 
48.018059499998344 	 12.0 	 25.5 	 0.790728704 
46.964474165000865 	 12.0 	 25.5 	 0.790728704 
45.93047994100016 	 100.0 	 25.5 	 0.790626304 
33.359239614001126 	 50.0 	 25.5 	 0.791207936 
30.231874777000485 	 50.0 	 25.5 	 0.791207936 
35.424328241000694 	 50.0 	 25.5 	 0.791207936 
29.18699151799956 	 50.0 	 25.5 	 0.791207936 
37.47092406400043 	 50.0 	 25.5 	 0.791207936 
24.99336635399959 	 50.0 	 25.5 	 0.791207936 
26.049720140999852 	 50.0 	 25.5 	 0.791207936 
36.451489986000524 	 50.0 	 25.5 	 0.791207936 
39.5616962389995 	 16.9 	 25.5 	 0.791207936 
28.14753918000133 	 100.0 	 25.5 	 0.791207936 
32.321877563999806 	 50.0 	 25.5 	 0.791207936 
38.49476664000031 	 50.0 	 25.5 	 0.791207936 
31.285249570000815 	 50.0 	 25.5 	 0.791207936 
27.094463305998943 	 50.0 	 25.5 	 0.791207936 
34.4017172749991 	 50.0 	 25.5 	 0.791207936 
43.48764320400005 	 5.9 	 25.5 	 0.791949312 
40.35997882599986 	 50.0 	 25.5 	 0.791949312 
36.19521392999923 	 100.0 	 25.5 	 0.791949312 
34.107384879000165 	 50.0 	 25.5 	 0.791949312 
37.223623851999946 	 100.0 	 25.5 	 0.791949312 
42.436873216000095 	 5.9 	 25.5 	 0.791949312 
33.0664022130004 	 50.0 	 25.5 	 0.791949312 
35.15138346800086 	 50.0 	 25.5 	 0.791949312 
32.011737835999156 	 50.0 	 25.5 	 0.791949312 
29.93313767500149 	 50.0 	 25.5 	 0.791949312 
30.963490459998866 	 50.0 	 25.5 	 0.791949312 
38.27791695799897 	 100.0 	 25.5 	 0.791949312 
41.384881562999 	 5.9 	 25.5 	 0.791949312 
39.324242052000045 	 100.0 	 25.5 	 0.791842816 
