time	size	cost	cpu	memPerc	memUsage
34.57630536000033 	 274.7205882352938 	 730000039681 	 0.0 	 29.1 	 0.90281984 
3529386 	 730000039681 	 0.0 	 29.1 	 0.902705152 
34.53271199699884 	 274.72058823529386 	 730000039681 	 75.0 	 29.1 	 0.902705152 
34.58503715599909 	 274.7205882352938 	 730000039681 	 0.0 	 29.1 	 0.90281984 
34.570539972000915 	 274.7205882352938 	 730000039681 	 0.0 	 29.1 	 0.90281984 
34.50928827600001 	 274.72058823529386 	 730000039681 	 100.0 	 29.1 	 0.902705152 
33.97290541299844 	 274.72058823529386 	 730000039681 	 0.0 	 29.1 	 0.902705152 
34.56376338500013 	 274.72058823529386 	 730000039681 	 0.0 	 29.1 	 0.902705152 
34.556554693999715 	 274.7205882352938 	 730000039681 	 0.0 	 29.1 	 0.90281984 
34.59556875599992 	 274.72058823529386 	 730000039681 	 21.1 	 29.1 	 0.902705152 
33.90615207399969 	 274.72058823529386 	 730000039681 	 0.0 	 29.1 	 0.902705152 
34.47805695199895 	 274.72058823529386 	 730000039681 	 0.0 	 29.1 	 0.902705152 
34.52386280099927 	 274.7205882352939 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.7291946309997 	 274.7205882352939 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.77255339700059 	 274.7205882352939 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.72709674699945 	 274.7205882352939 	 730000039681 	 0.0 	 29.1 	 0.902705152 
33.90412907999962 	 274.7205882352939 	 730000039681 	 100.0 	 29.1 	 0.902705152 
33.76444878499933 	 274.7205882352939 	 730000039681 	 100.0 	 29.1 	 0.902590464 
34.49108879999949 	 274.720588235294 	 730000039681 	 0.0 	 29.1 	 0.902590464 
33.7262331790007 	 274.7205882352939 	 730000039681 	 100.0 	 29.1 	 0.902705152 
33.87209273600092 	 274.720588235294 	 730000039681 	 0.0 	 29.1 	 0.902705152 
33.72852858400074 	 274.720588235294 	 730000039681 	 100.0 	 29.1 	 0.902705152 
33.732182634999845 	 274.720588235294 	 730000039681 	 50.0 	 29.1 	 0.902590464 
33.73087876699901 	 274.720588235294 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.67972472800102 	 274.72058823529403 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.73426876099984 	 274.72058823529403 	 730000039681 	 75.0 	 29.1 	 0.902590464 
33.733450122999784 	 274.72058823529403 	 730000039681 	 0.0 	 29.1 	 0.902590464 
33.756491493000794 	 274.72058823529403 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.68136313600007 	 274.72058823529403 	 730000039681 	 50.0 	 29.1 	 0.902590464 
33.731870888999765 	 274.72058823529403 	 730000039681 	 0.0 	 29.1 	 0.902590464 
33.52675700000145 	 274.72058823529403 	 730000039681 	 75.0 	 29.1 	 0.902590464 
33.73521276500105 	 274.720588235294 	 730000039681 	 50.0 	 29.1 	 0.902590464 
33.734116180001365 	 274.72058823529403 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.595154654 	 274.72058823529403 	 730000039681 	 60.0 	 29.1 	 0.902590464 
33.73478302999865 	 274.720588235294 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.299002499999915 	 274.72058823529403 	 730000039681 	 75.0 	 29.1 	 0.902590464 
33.69057382400024 	 274.72058823529403 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.32624200999999 	 274.72058823529403 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.47276144599891 	 274.7205882352941 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.529329596000025 	 274.72058823529403 	 730000039681 	 50.0 	 29.1 	 0.902590464 
33.695952722000584 	 274.72058823529403 	 730000039681 	 75.0 	 29.1 	 0.902590464 
33.52610058800019 	 274.7205882352941 	 730000039681 	 100.0 	 29.1 	 0.902590464 
33.31566524400114 	 274.7205882352941 	 730000039681 	 66.7 	 29.1 	 0.902590464 
33.4224123590011 	 274.7205882352941 	 730000039681 	 55.6 	 29.1 	 0.902590464 
33.520897809001326 	 274.7205882352941 	 730000039681 	 100.0 	 29.1 	 0.902590464 
32.843222705998414 	 274.7205882352941 	 730000039681 	 40.0 	 29.1 	 0.902590464 
32.65283129199997 	 274.7205882352941 	 730000039681 	 62.5 	 29.1 	 0.902590464 
49.65998639099962 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.666364410000824 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.65829291599948 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.65009508000003 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.654622201000166 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.84469853200062 	 274.720588235297 	 730000039681 	 43.7 	 29.9 	 0.927862784 
49.65953012200043 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.673334668999814 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.66494351599977 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.71259102500153 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.65195540000059 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.685938495998926 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.68782320399987 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.68703076800011 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.64804562899917 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.63120381199951 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.92751872 
49.69146275099956 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.655228195000745 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.83700322799996 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.66299012299896 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.66418829400027 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.656461069000216 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.63051002299835 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.92751872 
49.644733065000764 	 274.72058823529704 	 730000039681 	 75.0 	 29.9 	 0.927404032 
49.64672162200077 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.927404032 
49.69029959299951 	 274.720588235297 	 730000039681 	 100.0 	 29.9 	 0.927862784 
49.726394938999874 	 274.720588235297 	 730000039681 	 0.0 	 29.9 	 0.927862784 
49.839977686000566 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.92751872 
49.63308989599864 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.927404032 
49.65793588899942 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926875648 
51.43135352399986 	 274.72058823529704 	 730000039681 	 43.7 	 29.9 	 0.927404032 
49.644745865000004 	 274.72058823529704 	 730000039681 	 33.3 	 29.9 	 0.927199232 
49.632508221000535 	 274.72058823529704 	 730000039681 	 75.0 	 29.9 	 0.927404032 
49.631644563998634 	 274.72058823529704 	 730000039681 	 75.0 	 29.9 	 0.927748096 
49.62900533799984 	 274.72058823529704 	 730000039681 	 66.7 	 29.9 	 0.926875648 
49.64700315899972 	 274.72058823529704 	 730000039681 	 33.3 	 29.9 	 0.927404032 
49.64431852400048 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.927404032 
49.65521586000068 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926646272 
49.65449509000064 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926531584 
49.65542804699908 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926875648 
49.64522215499892 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926875648 
49.64653376999922 	 274.72058823529704 	 730000039681 	 60.0 	 29.9 	 0.926875648 
49.64781071000107 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.927404032 
48.143293230999916 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926875648 
49.63420718499947 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926875648 
49.65206398600094 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926531584 
46.02127746899896 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926531584 
46.36341415800052 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926531584 
49.65743383900008 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926531584 
46.3152811330001 	 274.72058823529704 	 730000039681 	 80.0 	 29.9 	 0.926531584 
48.092385941999964 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926531584 
49.658309890000965 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926531584 
46.14159617800033 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926531584 
46.101330665000205 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926531584 
46.004233458999806 	 274.72058823529704 	 730000039681 	 66.7 	 29.9 	 0.926531584 
46.142159570999866 	 274.72058823529704 	 730000039681 	 0.0 	 29.9 	 0.926531584 
48.03641669699937 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926531584 
46.314097638998646 	 274.72058823529704 	 730000039681 	 50.0 	 29.9 	 0.926531584 
45.97794675000114 	 274.72058823529704 	 730000039681 	 100.0 	 29.9 	 0.926531584 
